"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel"
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",5,"B"
25,"aligned","anchor",0,0,0,"75 and 100",75,"line",5,"D"
25,"near-aligned","anchor",0,4,0,"50 and 75",46,"line",5,"C"
50,"near-aligned","anchor",0,4,0,"50 and 100",46,"line",5,"F"
25,"far-from-aligned","anchor",0,8,0,"0 and 25",8,"line",5,"A"
25,"far-from-aligned","anchor",0,6,0,"25 and 50",19,"line",5,"E"
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",5,"F"
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",5,"F"
50,"near-aligned","anchor",0,4,0,"25 and 75",21,"pie",5,"B"
50,"near-aligned","anchor",0,1,0,"0 and 50",1,"pie",5,"E"
25,"far-from-aligned","anchor",0,5,0,"50 and 75",45,"pie",5,"G"
50,"far-from-aligned","anchor",0,11,0,"0 and 50",11,"pie",5,"E"
28,"aligned","near-anchor",3,0,2,"25",25,"line",5,"C"
46,"aligned","near-anchor",4,0,1,"75",29,"line",5,"E"
47,"aligned","near-anchor",3,0,2,"0",0,"line",5,"D"
26,"aligned","near-anchor",1,0,1,"50",50,"line",5,"E"
28,"aligned","near-anchor",3,0,2,"50",22,"line",5,"C"
22,"near-aligned","near-anchor",3,2,2,"75",73,"line",5,"F"
29,"near-aligned","near-anchor",4,2,1,"100",69,"line",5,"E"
21,"near-aligned","near-anchor",4,1,1,"50",49,"line",5,"D"
29,"near-aligned","near-anchor",4,2,1,"50 and 75",48,"line",5,"G"
28,"near-aligned","near-anchor",3,1,2,"0",1,"line",5,"G"
22,"near-aligned","near-anchor",3,3,2,"25",22,"line",5,"B"
23,"far-from-aligned","near-anchor",2,5,2,"50",45,"line",5,"F"
27,"far-from-aligned","near-anchor",2,10,2,"100",63,"line",5,"G"
22,"far-from-aligned","near-anchor",3,6,2,"25",19,"line",5,"G"
26,"far-from-aligned","near-anchor",1,9,1,"75",40,"line",5,"A"
48,"far-from-aligned","near-anchor",2,9,2,"75",36,"line",5,"F"
24,"far-from-aligned","near-anchor",1,11,1,"50",37,"line",5,"E"
29,"far-from-aligned","near-anchor",4,6,1,"50",15,"line",5,"E"
24,"aligned","near-anchor",1,0,1,"75",51,"pie",5,"C"
46,"aligned","near-anchor",4,0,1,"50",50,"pie",5,"D"
48,"aligned","near-anchor",2,0,2,"100",52,"pie",5,"A"
29,"aligned","near-anchor",4,0,1,"50",50,"pie",5,"B"
46,"aligned","near-anchor",4,0,1,"50",50,"pie",5,"F"
23,"near-aligned","near-anchor",2,1,2,"0 and 25",1,"pie",5,"C"
22,"near-aligned","near-anchor",3,2,2,"25",23,"pie",5,"B"
23,"near-aligned","near-anchor",2,1,2,"75 and 100",76,"pie",5,"G"
28,"near-aligned","near-anchor",3,1,2,"75",46,"pie",5,"C"
26,"near-aligned","near-anchor",1,3,1,"100",71,"pie",5,"D"
26,"near-aligned","near-anchor",1,4,1,"25",29,"pie",5,"B"
26,"far-from-aligned","near-anchor",1,12,1,"50 and 100",62,"pie",5,"C"
46,"far-from-aligned","near-anchor",4,10,1,"25",15,"pie",5,"G"
21,"far-from-aligned","near-anchor",4,8,1,"50",42,"pie",5,"D"
26,"far-from-aligned","near-anchor",1,11,1,"50",61,"pie",5,"B"
23,"far-from-aligned","near-anchor",2,7,2,"25",18,"pie",5,"D"
22,"far-from-aligned","near-anchor",3,8,2,"75",67,"pie",5,"F"
29,"far-from-aligned","near-anchor",4,7,1,"50",57,"pie",5,"G"
35,"aligned","far-anchor",10,0,0,"25",25,"line",5,"G"
31,"aligned","far-anchor",6,0,1,"0",0,"line",5,"B"
44,"aligned","far-anchor",6,0,1,"50",6,"line",5,"E"
15,"aligned","far-anchor",10,0,0,"75",60,"line",5,"A"
43,"aligned","far-anchor",7,0,2,"50",7,"line",5,"C"
40,"aligned","far-anchor",10,0,0,"25",25,"line",5,"C"
16,"near-aligned","far-anchor",9,4,1,"50",46,"line",5,"D"
41,"near-aligned","far-anchor",9,1,1,"50",49,"line",5,"E"
32,"near-aligned","far-anchor",7,1,2,"0",1,"line",5,"D"
36,"near-aligned","far-anchor",11,4,1,"0",4,"line",5,"B"
30,"near-aligned","far-anchor",5,4,0,"50",16,"line",5,"D"
41,"near-aligned","far-anchor",9,3,1,"0",3,"line",5,"F"
34,"near-aligned","far-anchor",9,2,1,"75",39,"line",5,"D"
19,"near-aligned","far-anchor",6,1,1,"50",49,"line",5,"G"
30,"near-aligned","far-anchor",5,2,0,"0",2,"line",5,"B"
31,"far-from-aligned","far-anchor",6,5,1,"0",5,"line",5,"G"
44,"far-from-aligned","far-anchor",6,8,1,"50",42,"line",5,"E"
19,"far-from-aligned","far-anchor",6,9,1,"75",65,"line",5,"B"
52,"far-from-aligned","far-anchor",2,11,2,"25",36,"line",5,"D"
17,"far-from-aligned","far-anchor",8,5,2,"50",45,"line",5,"F"
17,"far-from-aligned","far-anchor",8,6,2,"75",64,"line",5,"E"
43,"far-from-aligned","far-anchor",7,6,2,"75",38,"line",5,"G"
19,"far-from-aligned","far-anchor",6,8,1,"50",39,"line",5,"B"
34,"far-from-aligned","far-anchor",9,5,1,"100",61,"line",5,"C"
41,"aligned","far-anchor",9,0,1,"25",25,"pie",5,"G"
17,"aligned","far-anchor",8,0,2,"75",75,"pie",5,"A"
41,"aligned","far-anchor",9,0,1,"0",0,"pie",5,"B"
55,"aligned","far-anchor",5,0,0,"75",20,"pie",5,"B"
36,"aligned","far-anchor",11,0,1,"75",39,"pie",5,"E"
43,"aligned","far-anchor",7,0,2,"100",57,"pie",5,"A"
39,"near-aligned","far-anchor",11,4,1,"50",7,"pie",5,"B"
30,"near-aligned","far-anchor",5,2,0,"75",43,"pie",5,"G"
32,"near-aligned","far-anchor",7,1,2,"50",17,"pie",5,"G"
40,"near-aligned","far-anchor",10,1,0,"50",9,"pie",5,"C"
32,"near-aligned","far-anchor",7,4,2,"75",39,"pie",5,"D"
45,"near-aligned","far-anchor",5,1,0,"25",24,"pie",5,"B"
55,"near-aligned","far-anchor",5,2,0,"75",18,"pie",5,"B"
44,"near-aligned","far-anchor",6,3,1,"50",47,"pie",5,"G"
20,"near-aligned","far-anchor",5,2,0,"0",2,"pie",5,"A"
36,"far-from-aligned","far-anchor",11,5,1,"75",34,"pie",5,"G"
54,"far-from-aligned","far-anchor",4,8,1,"100",38,"pie",5,"A"
30,"far-from-aligned","far-anchor",5,5,0,"50",15,"pie",5,"G"
44,"far-from-aligned","far-anchor",6,7,1,"75",38,"pie",5,"G"
18,"far-from-aligned","far-anchor",7,6,2,"50",38,"pie",5,"C"
51,"far-from-aligned","far-anchor",1,11,1,"25",36,"pie",5,"D"
31,"far-from-aligned","far-anchor",6,6,1,"50",13,"pie",5,"D"
43,"far-from-aligned","far-anchor",7,8,2,"75",40,"pie",5,"F"
44,"far-from-aligned","far-anchor",6,9,1,"50",41,"pie",5,"D"
25,"aligned","anchor",0,0,0,"50 and 75",50,"line",6,"A"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",6,"D"
50,"near-aligned","anchor",0,3,0,"25 and 75",22,"line",6,"A"
25,"near-aligned","anchor",0,1,0,"75 and 100",74,"line",6,"G"
25,"far-from-aligned","anchor",0,7,0,"50 and 75",43,"line",6,"A"
25,"far-from-aligned","anchor",0,8,0,"75 and 100",67,"line",6,"F"
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",6,"F"
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",6,"C"
50,"near-aligned","anchor",0,2,0,"0 and 50",2,"pie",6,"B"
50,"near-aligned","anchor",0,4,0,"25 and 75",21,"pie",6,"A"
25,"far-from-aligned","anchor",0,6,0,"75 and 100",69,"pie",6,"A"
50,"far-from-aligned","anchor",0,7,0,"25 and 75",18,"pie",6,"B"
48,"aligned","near-anchor",2,0,2,"75",27,"line",6,"G"
23,"aligned","near-anchor",2,0,2,"100",77,"line",6,"E"
46,"aligned","near-anchor",4,0,1,"75",29,"line",6,"A"
24,"aligned","near-anchor",1,0,1,"75",51,"line",6,"E"
23,"aligned","near-anchor",2,0,2,"75",75,"line",6,"E"
46,"near-aligned","near-anchor",4,1,1,"100",53,"line",6,"E"
46,"near-aligned","near-anchor",4,4,1,"50",46,"line",6,"E"
49,"near-aligned","near-anchor",1,2,1,"25",23,"line",6,"C"
29,"near-aligned","near-anchor",4,4,1,"50",17,"line",6,"A"
28,"near-aligned","near-anchor",3,4,2,"75",43,"line",6,"B"
21,"near-aligned","near-anchor",4,3,1,"75",57,"line",6,"G"
27,"far-from-aligned","near-anchor",2,8,2,"50",15,"line",6,"C"
29,"far-from-aligned","near-anchor",4,5,1,"25",30,"line",6,"G"
24,"far-from-aligned","near-anchor",1,8,1,"50",34,"line",6,"D"
23,"far-from-aligned","near-anchor",2,8,2,"25",10,"line",6,"F"
26,"far-from-aligned","near-anchor",1,6,1,"0",6,"line",6,"D"
27,"far-from-aligned","near-anchor",2,6,2,"50",56,"line",6,"B"
22,"far-from-aligned","near-anchor",3,9,2,"75",62,"line",6,"A"
27,"aligned","near-anchor",2,0,2,"0",0,"pie",6,"G"
26,"aligned","near-anchor",1,0,1,"0",0,"pie",6,"B"
26,"aligned","near-anchor",1,0,1,"100",74,"pie",6,"A"
24,"aligned","near-anchor",1,0,1,"50",26,"pie",6,"A"
29,"aligned","near-anchor",4,0,1,"25",25,"pie",6,"C"
27,"near-aligned","near-anchor",2,3,2,"50",20,"pie",6,"D"
22,"near-aligned","near-anchor",3,2,2,"50",30,"pie",6,"F"
26,"near-aligned","near-anchor",1,4,1,"100",70,"pie",6,"F"
47,"near-aligned","near-anchor",3,2,2,"50",5,"pie",6,"A"
46,"near-aligned","near-anchor",4,1,1,"25",24,"pie",6,"A"
26,"near-aligned","near-anchor",1,3,1,"50",53,"pie",6,"C"
22,"far-from-aligned","near-anchor",3,9,2,"25",12,"pie",6,"C"
28,"far-from-aligned","near-anchor",3,6,2,"25",31,"pie",6,"A"
26,"far-from-aligned","near-anchor",1,12,1,"25 and 75",37,"pie",6,"B"
26,"far-from-aligned","near-anchor",1,11,1,"100",63,"pie",6,"D"
22,"far-from-aligned","near-anchor",3,7,2,"50",35,"pie",6,"E"
27,"far-from-aligned","near-anchor",2,8,2,"25",33,"pie",6,"F"
22,"far-from-aligned","near-anchor",3,9,2,"75",62,"pie",6,"D"
15,"aligned","far-anchor",10,0,0,"25",10,"line",6,"E"
32,"aligned","far-anchor",7,0,2,"50",50,"line",6,"G"
44,"aligned","far-anchor",6,0,1,"25",25,"line",6,"G"
18,"aligned","far-anchor",7,0,2,"50",50,"line",6,"D"
17,"aligned","far-anchor",8,0,2,"50",33,"line",6,"F"
42,"aligned","far-anchor",8,0,2,"75",33,"line",6,"B"
52,"near-aligned","far-anchor",2,3,2,"75",20,"line",6,"G"
16,"near-aligned","far-anchor",9,4,1,"50",30,"line",6,"E"
35,"near-aligned","far-anchor",10,1,0,"50",49,"line",6,"B"
33,"near-aligned","far-anchor",8,3,2,"50",47,"line",6,"F"
17,"near-aligned","far-anchor",8,4,2,"75",71,"line",6,"F"
19,"near-aligned","far-anchor",6,2,1,"25",23,"line",6,"A"
53,"near-aligned","far-anchor",3,3,2,"0",3,"line",6,"F"
18,"near-aligned","far-anchor",7,2,2,"100",80,"line",6,"E"
39,"near-aligned","far-anchor",11,4,1,"50",46,"line",6,"C"
15,"far-from-aligned","far-anchor",10,5,0,"25 and 50",30,"line",6,"G"
33,"far-from-aligned","far-anchor",8,5,2,"100",62,"line",6,"C"
55,"far-from-aligned","far-anchor",5,9,0,"25",34,"line",6,"B"
30,"far-from-aligned","far-anchor",5,6,0,"50",14,"line",6,"F"
51,"far-from-aligned","far-anchor",1,7,1,"100",42,"line",6,"G"
33,"far-from-aligned","far-anchor",8,5,2,"50",12,"line",6,"G"
55,"far-from-aligned","far-anchor",5,7,0,"100",38,"line",6,"D"
18,"far-from-aligned","far-anchor",7,8,2,"25",15,"line",6,"D"
18,"far-from-aligned","far-anchor",7,9,2,"50 and 50",41,"line",6,"D"
15,"aligned","far-anchor",10,0,0,"100",85,"pie",6,"A"
33,"aligned","far-anchor",8,0,2,"0",0,"pie",6,"B"
39,"aligned","far-anchor",11,0,1,"100",61,"pie",6,"D"
43,"aligned","far-anchor",7,0,2,"50",7,"pie",6,"B"
16,"aligned","far-anchor",9,0,1,"75",59,"pie",6,"G"
53,"aligned","far-anchor",3,0,2,"100",47,"pie",6,"B"
55,"near-aligned","far-anchor",5,1,0,"25",24,"pie",6,"E"
19,"near-aligned","far-anchor",6,3,1,"25",22,"pie",6,"C"
54,"near-aligned","far-anchor",4,2,1,"25 and 75",23,"pie",6,"B"
16,"near-aligned","far-anchor",9,3,1,"50",31,"pie",6,"D"
16,"near-aligned","far-anchor",9,1,1,"100",83,"pie",6,"D"
44,"near-aligned","far-anchor",6,2,1,"50",4,"pie",6,"E"
31,"near-aligned","far-anchor",6,1,1,"75",43,"pie",6,"E"
53,"near-aligned","far-anchor",3,2,2,"75",20,"pie",6,"F"
19,"near-aligned","far-anchor",6,1,1,"0",1,"pie",6,"B"
31,"far-from-aligned","far-anchor",6,5,1,"100",64,"pie",6,"A"
32,"far-from-aligned","far-anchor",7,6,2,"0",6,"pie",6,"E"
52,"far-from-aligned","far-anchor",2,10,2,"0",10,"pie",6,"C"
19,"far-from-aligned","far-anchor",6,7,1,"75",68,"pie",6,"G"
37,"far-from-aligned","far-anchor",12,5,2,"50",8,"pie",6,"E"
52,"far-from-aligned","far-anchor",2,5,2,"0",5,"pie",6,"F"
51,"far-from-aligned","far-anchor",1,7,1,"75",17,"pie",6,"C"
34,"far-from-aligned","far-anchor",9,6,1,"100",60,"pie",6,"B"
30,"far-from-aligned","far-anchor",5,5,0,"25",30,"pie",6,"C"
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",7,"A"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",7,"D"
50,"near-aligned","anchor",0,1,0,"25 and 75",24,"line",7,"B"
50,"near-aligned","anchor",0,1,0,"0 and 50",1,"line",7,"G"
25,"far-from-aligned","anchor",0,8,0,"50 and 75",42,"line",7,"C"
25,"far-from-aligned","anchor",0,9,0,"0 and 25",9,"line",7,"D"
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",7,"F"
25,"aligned","anchor",0,0,0,"25 and 50",25,"pie",7,"G"
50,"near-aligned","anchor",0,3,0,"25 and 75",22,"pie",7,"F"
50,"near-aligned","anchor",0,2,0,"0 and 50",2,"pie",7,"G"
25,"far-from-aligned","anchor",0,8,0,"0 and 25",8,"pie",7,"B"
50,"far-from-aligned","anchor",0,11,0,"25 and 75",14,"pie",7,"D"
48,"aligned","near-anchor",2,0,2,"75",27,"line",7,"A"
47,"aligned","near-anchor",3,0,2,"25",25,"line",7,"E"
49,"aligned","near-anchor",1,0,1,"0",0,"line",7,"G"
22,"aligned","near-anchor",3,0,2,"25",25,"line",7,"G"
49,"aligned","near-anchor",1,0,1,"50",50,"line",7,"F"
22,"near-aligned","near-anchor",3,1,2,"100",77,"line",7,"B"
24,"near-aligned","near-anchor",1,3,1,"75",72,"line",7,"F"
49,"near-aligned","near-anchor",1,4,1,"25",21,"line",7,"D"
29,"near-aligned","near-anchor",4,2,1,"100",69,"line",7,"B"
24,"near-aligned","near-anchor",1,4,1,"25",21,"line",7,"B"
48,"near-aligned","near-anchor",2,3,2,"50",47,"line",7,"A"
22,"far-from-aligned","near-anchor",3,10,2,"75",63,"line",7,"A"
24,"far-from-aligned","near-anchor",1,7,1,"25",8,"line",7,"C"
27,"far-from-aligned","near-anchor",2,8,2,"75",40,"line",7,"D"
22,"far-from-aligned","near-anchor",3,8,2,"50",36,"line",7,"C"
47,"far-from-aligned","near-anchor",3,9,2,"25",16,"line",7,"B"
28,"far-from-aligned","near-anchor",3,9,2,"50",59,"line",7,"F"
27,"far-from-aligned","near-anchor",2,10,2,"75",38,"line",7,"D"
47,"aligned","near-anchor",3,0,2,"100",53,"pie",7,"C"
47,"aligned","near-anchor",3,0,2,"50",50,"pie",7,"A"
22,"aligned","near-anchor",3,0,2,"25",25,"pie",7,"C"
48,"aligned","near-anchor",2,0,2,"100",52,"pie",7,"F"
21,"aligned","near-anchor",4,0,1,"50",50,"pie",7,"D"
24,"near-aligned","near-anchor",1,4,1,"25",5,"pie",7,"A"
21,"near-aligned","near-anchor",4,2,1,"25 and 50",27,"pie",7,"C"
23,"near-aligned","near-anchor",2,1,2,"50",49,"pie",7,"B"
47,"near-aligned","near-anchor",3,4,2,"50",46,"pie",7,"B"
29,"near-aligned","near-anchor",4,3,1,"50",18,"pie",7,"G"
28,"near-aligned","near-anchor",3,2,2,"75",45,"pie",7,"D"
29,"far-from-aligned","near-anchor",4,7,1,"50",57,"pie",7,"E"
28,"far-from-aligned","near-anchor",3,9,2,"50",59,"pie",7,"G"
29,"far-from-aligned","near-anchor",4,7,1,"0",7,"pie",7,"E"
27,"far-from-aligned","near-anchor",2,11,2,"50",61,"pie",7,"F"
28,"far-from-aligned","near-anchor",3,8,2,"25",33,"pie",7,"E"
22,"far-from-aligned","near-anchor",3,6,2,"75",59,"pie",7,"E"
46,"far-from-aligned","near-anchor",4,8,1,"50",12,"pie",7,"D"
20,"aligned","far-anchor",5,0,0,"25",5,"line",7,"D"
54,"aligned","far-anchor",4,0,1,"100",46,"line",7,"E"
44,"aligned","far-anchor",6,0,1,"25",25,"line",7,"D"
17,"aligned","far-anchor",8,0,2,"0",0,"line",7,"A"
43,"aligned","far-anchor",7,0,2,"50",7,"line",7,"A"
55,"aligned","far-anchor",5,0,0,"0",0,"line",7,"B"
37,"near-aligned","far-anchor",12,4,2,"50",9,"line",7,"D"
52,"near-aligned","far-anchor",2,4,2,"75",19,"line",7,"G"
41,"near-aligned","far-anchor",9,2,1,"75",32,"line",7,"F"
31,"near-aligned","far-anchor",6,3,1,"75",41,"line",7,"B"
54,"near-aligned","far-anchor",4,3,1,"0",3,"line",7,"D"
35,"near-aligned","far-anchor",10,3,0,"0",3,"line",7,"F"
32,"near-aligned","far-anchor",7,4,2,"50",14,"line",7,"E"
33,"near-aligned","far-anchor",8,3,2,"0",3,"line",7,"E"
44,"near-aligned","far-anchor",6,4,1,"25",21,"line",7,"C"
19,"far-from-aligned","far-anchor",6,7,1,"50",43,"line",7,"B"
45,"far-from-aligned","far-anchor",5,9,0,"25",16,"line",7,"G"
18,"far-from-aligned","far-anchor",7,6,2,"75",69,"line",7,"G"
51,"far-from-aligned","far-anchor",1,7,1,"25",32,"line",7,"B"
17,"far-from-aligned","far-anchor",8,8,2,"25",17,"line",7,"E"
51,"far-from-aligned","far-anchor",1,9,1,"75",15,"line",7,"A"
33,"far-from-aligned","far-anchor",8,5,2,"0",5,"line",7,"B"
19,"far-from-aligned","far-anchor",6,5,1,"50",36,"line",7,"B"
30,"far-from-aligned","far-anchor",5,7,0,"25",32,"line",7,"C"
15,"aligned","far-anchor",10,0,0,"50",35,"pie",7,"A"
33,"aligned","far-anchor",8,0,2,"50",50,"pie",7,"F"
31,"aligned","far-anchor",6,0,1,"50",19,"pie",7,"E"
30,"aligned","far-anchor",5,0,0,"50",20,"pie",7,"B"
42,"aligned","far-anchor",8,0,2,"75",33,"pie",7,"G"
45,"aligned","far-anchor",5,0,0,"0",0,"pie",7,"E"
42,"near-aligned","far-anchor",8,1,2,"0",1,"pie",7,"G"
32,"near-aligned","far-anchor",7,4,2,"25",29,"pie",7,"B"
52,"near-aligned","far-anchor",2,2,2,"25",27,"pie",7,"F"
35,"near-aligned","far-anchor",10,3,0,"50",47,"pie",7,"D"
54,"near-aligned","far-anchor",4,4,1,"100",42,"pie",7,"C"
54,"near-aligned","far-anchor",4,2,1,"75",19,"pie",7,"E"
30,"near-aligned","far-anchor",5,2,0,"50",18,"pie",7,"D"
18,"near-aligned","far-anchor",7,1,2,"0",1,"pie",7,"B"
17,"near-aligned","far-anchor",8,1,2,"100",82,"pie",7,"A"
17,"far-from-aligned","far-anchor",8,6,2,"50",44,"pie",7,"F"
43,"far-from-aligned","far-anchor",7,8,2,"75",40,"pie",7,"F"
52,"far-from-aligned","far-anchor",2,9,2,"100",39,"pie",7,"G"
15,"far-from-aligned","far-anchor",10,5,0,"25 and 50",30,"pie",7,"F"
33,"far-from-aligned","far-anchor",8,7,2,"25",32,"pie",7,"C"
33,"far-from-aligned","far-anchor",8,6,2,"75",36,"pie",7,"G"
55,"far-from-aligned","far-anchor",5,7,0,"100",38,"pie",7,"D"
52,"far-from-aligned","far-anchor",2,5,2,"100",43,"pie",7,"B"
31,"far-from-aligned","far-anchor",6,9,1,"75",35,"pie",7,"C"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",8,"E"
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",8,"A"
25,"near-aligned","anchor",0,1,0,"25 and 50",24,"line",8,"D"
25,"near-aligned","anchor",0,3,0,"25 and 50",22,"line",8,"B"
25,"far-from-aligned","anchor",0,10,0,"25 and 50",15,"line",8,"F"
50,"far-from-aligned","anchor",0,11,0,"25 and 75",14,"line",8,"C"
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",8,"G"
50,"aligned","anchor",0,0,0,"50 and 100",50,"pie",8,"G"
50,"near-aligned","anchor",0,2,0,"25 and 75",23,"pie",8,"B"
25,"near-aligned","anchor",0,1,0,"50 and 75",49,"pie",8,"B"
25,"far-from-aligned","anchor",0,10,0,"50 and 75",40,"pie",8,"A"
50,"far-from-aligned","anchor",0,12,0,"50 and 100",38,"pie",8,"B"
22,"aligned","near-anchor",3,0,2,"75",75,"line",8,"F"
28,"aligned","near-anchor",3,0,2,"50",22,"line",8,"E"
22,"aligned","near-anchor",3,0,2,"75",53,"line",8,"F"
24,"aligned","near-anchor",1,0,1,"25",25,"line",8,"F"
26,"aligned","near-anchor",1,0,1,"0",0,"line",8,"C"
49,"near-aligned","near-anchor",1,1,1,"25",24,"line",8,"E"
27,"near-aligned","near-anchor",2,2,2,"75",46,"line",8,"A"
23,"near-aligned","near-anchor",2,1,2,"50",49,"line",8,"A"
22,"near-aligned","near-anchor",3,3,2,"75",72,"line",8,"B"
28,"near-aligned","near-anchor",3,1,2,"0",1,"line",8,"G"
22,"near-aligned","near-anchor",3,1,2,"75",74,"line",8,"F"
27,"far-from-aligned","near-anchor",2,7,2,"100",66,"line",8,"F"
47,"far-from-aligned","near-anchor",3,9,2,"50",41,"line",8,"F"
21,"far-from-aligned","near-anchor",4,10,1,"50",39,"line",8,"E"
47,"far-from-aligned","near-anchor",3,7,2,"75",35,"line",8,"D"
22,"far-from-aligned","near-anchor",3,10,2,"25",15,"line",8,"B"
46,"far-from-aligned","near-anchor",4,5,1,"50",45,"line",8,"D"
21,"far-from-aligned","near-anchor",4,8,1,"50",42,"line",8,"D"
24,"aligned","near-anchor",1,0,1,"50",50,"pie",8,"D"
26,"aligned","near-anchor",1,0,1,"75",49,"pie",8,"A"
23,"aligned","near-anchor",2,0,2,"75",75,"pie",8,"C"
27,"aligned","near-anchor",2,0,2,"75",48,"pie",8,"G"
48,"aligned","near-anchor",2,0,2,"0",0,"pie",8,"B"
29,"near-aligned","near-anchor",4,3,1,"25",28,"pie",8,"D"
23,"near-aligned","near-anchor",2,2,2,"75",73,"pie",8,"A"
23,"near-aligned","near-anchor",2,2,2,"25",23,"pie",8,"C"
23,"near-aligned","near-anchor",2,2,2,"75",54,"pie",8,"B"
24,"near-aligned","near-anchor",1,2,1,"75",73,"pie",8,"F"
28,"near-aligned","near-anchor",3,4,2,"100",68,"pie",8,"G"
24,"far-from-aligned","near-anchor",1,6,1,"50",44,"pie",8,"E"
28,"far-from-aligned","near-anchor",3,8,2,"25",33,"pie",8,"B"
26,"far-from-aligned","near-anchor",1,11,1,"100",63,"pie",8,"B"
47,"far-from-aligned","near-anchor",3,11,2,"25 and 50",14,"pie",8,"E"
46,"far-from-aligned","near-anchor",4,7,1,"75",36,"pie",8,"G"
26,"far-from-aligned","near-anchor",1,12,1,"50 and 100",62,"pie",8,"G"
27,"far-from-aligned","near-anchor",2,6,2,"50",56,"pie",8,"D"
15,"aligned","far-anchor",10,0,0,"25",10,"line",8,"E"
42,"aligned","far-anchor",8,0,2,"75",33,"line",8,"C"
42,"aligned","far-anchor",8,0,2,"50",50,"line",8,"D"
40,"aligned","far-anchor",10,0,0,"75",35,"line",8,"E"
15,"aligned","far-anchor",10,0,0,"50",50,"line",8,"G"
38,"aligned","far-anchor",12,0,2,"75",37,"line",8,"C"
39,"near-aligned","far-anchor",11,3,1,"0",3,"line",8,"C"
38,"near-aligned","far-anchor",12,2,2,"100",60,"line",8,"B"
53,"near-aligned","far-anchor",3,4,2,"25",29,"line",8,"D"
16,"near-aligned","far-anchor",9,3,1,"75",72,"line",8,"B"
38,"near-aligned","far-anchor",12,2,2,"50",10,"line",8,"D"
34,"near-aligned","far-anchor",9,2,1,"0",2,"line",8,"A"
33,"near-aligned","far-anchor",8,2,2,"100",65,"line",8,"C"
41,"near-aligned","far-anchor",9,3,1,"25",22,"line",8,"B"
44,"near-aligned","far-anchor",6,3,1,"0 and 50",3,"line",8,"C"
51,"far-from-aligned","far-anchor",1,6,1,"25",31,"line",8,"G"
33,"far-from-aligned","far-anchor",8,6,2,"50",56,"line",8,"D"
55,"far-from-aligned","far-anchor",5,5,0,"25",30,"line",8,"G"
51,"far-from-aligned","far-anchor",1,11,1,"0",11,"line",8,"G"
36,"far-from-aligned","far-anchor",11,6,1,"75",33,"line",8,"D"
15,"far-from-aligned","far-anchor",10,5,0,"50",40,"line",8,"B"
34,"far-from-aligned","far-anchor",9,7,1,"25",32,"line",8,"F"
16,"far-from-aligned","far-anchor",9,8,1,"75 and 75",67,"line",8,"F"
20,"far-from-aligned","far-anchor",5,6,0,"75",61,"line",8,"E"
45,"aligned","far-anchor",5,0,0,"0",0,"pie",8,"B"
17,"aligned","far-anchor",8,0,2,"25",8,"pie",8,"D"
45,"aligned","far-anchor",5,0,0,"75",30,"pie",8,"E"
37,"aligned","far-anchor",12,0,2,"50",13,"pie",8,"F"
33,"aligned","far-anchor",8,0,2,"0",0,"pie",8,"C"
40,"aligned","far-anchor",10,0,0,"50",10,"pie",8,"B"
53,"near-aligned","far-anchor",3,2,2,"0",2,"pie",8,"E"
37,"near-aligned","far-anchor",12,2,2,"100",61,"pie",8,"E"
45,"near-aligned","far-anchor",5,1,0,"0",1,"pie",8,"C"
19,"near-aligned","far-anchor",6,1,1,"75",55,"pie",8,"A"
52,"near-aligned","far-anchor",2,4,2,"75",19,"pie",8,"E"
41,"near-aligned","far-anchor",9,2,1,"75",32,"pie",8,"D"
36,"near-aligned","far-anchor",11,1,1,"50",13,"pie",8,"F"
20,"near-aligned","far-anchor",5,3,0,"25",22,"pie",8,"C"
20,"near-aligned","far-anchor",5,1,0,"0",1,"pie",8,"C"
43,"far-from-aligned","far-anchor",7,5,2,"75",37,"pie",8,"G"
44,"far-from-aligned","far-anchor",6,9,1,"75",40,"pie",8,"E"
16,"far-from-aligned","far-anchor",9,5,1,"25",20,"pie",8,"B"
32,"far-from-aligned","far-anchor",7,7,2,"50",57,"pie",8,"F"
16,"far-from-aligned","far-anchor",9,6,1,"75",69,"pie",8,"A"
17,"far-from-aligned","far-anchor",8,5,2,"25",13,"pie",8,"F"
32,"far-from-aligned","far-anchor",7,8,2,"0",8,"pie",8,"E"
15,"far-from-aligned","far-anchor",10,5,0,"25 and 50",30,"pie",8,"C"
53,"far-from-aligned","far-anchor",3,9,2,"100",38,"pie",8,"G"
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",9,"E"
