responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,A,B,C,D,E,F,G,A_ind,B_ind,C_ind,D_ind,E_ind,F_ind,G_ind,error,absError,correct
1.864,647a79f26a3a291e6d70130d,2.0,22,15,2025-04-21 19:57:09.425,118.0,45,near-aligned,far-anchor,5,4,0,75,34,pie,2,C,20,9,45,12,1,10,3,5,3,4,0,6,1,2,-30.0,30.0,False
1.872,647a79f26a3a291e6d70130d,2.0,23,10,2025-04-21 19:57:11.537,119.0,49,near-aligned,near-anchor,1,3,1,25,22,line,2,A,49,4,18,8,2,7,12,3,6,5,0,1,4,2,-39.0,39.0,False
1.722,647a79f26a3a291e6d70130d,2.0,24,15,2025-04-21 19:57:13.649,120.0,36,aligned,far-anchor,11,0,1,0,0,line,2,G,6,4,3,26,16,9,36,2,3,4,1,5,6,0,-21.0,21.0,False
2.144,647a79f26a3a291e6d70130d,2.0,25,25,2025-04-21 19:57:16.745,121.0,39,far-from-aligned,far-anchor,11,6,1,50,17,pie,2,G,9,14,16,6,11,5,39,3,6,4,1,0,5,2,-14.0,14.0,False
2.184,647a79f26a3a291e6d70130d,2.0,26,12,2025-04-21 19:57:19.129,122.0,20,aligned,far-anchor,5,0,0,75,55,line,2,D,8,10,17,20,27,8,10,2,3,5,4,0,6,1,-8.0,8.0,False
1.68,647a79f26a3a291e6d70130d,2.0,27,15,2025-04-21 19:57:21.569,123.0,52,near-aligned,far-anchor,2,3,2,0,3,line,2,E,8,3,7,3,52,15,12,3,4,2,0,1,6,5,-37.0,37.0,False
2.337,647a79f26a3a291e6d70130d,2.0,28,15,2025-04-21 19:57:23.489,124.0,20,near-aligned,far-anchor,5,2,0,75,73,pie,2,B,7,20,12,6,40,11,4,6,5,0,1,3,2,4,-5.0,5.0,False
3.033,647a79f26a3a291e6d70130d,2.0,29,30,2025-04-21 19:57:26.057,125.0,46,far-from-aligned,near-anchor,4,7,1,75,36,line,2,D,1,16,15,46,13,5,4,1,0,3,4,5,6,2,-16.0,16.0,False
1.841,647a79f26a3a291e6d70130d,2.0,30,25,2025-04-21 19:57:29.329,126.0,28,near-aligned,near-anchor,3,3,2,50,19,pie,2,G,14,12,11,5,16,14,28,0,3,6,1,4,5,2,-3.0,3.0,False
2.146,647a79f26a3a291e6d70130d,2.0,31,25,2025-04-21 19:57:31.425,127.0,19,aligned,far-anchor,6,0,1,0,0,pie,2,G,6,13,36,13,8,5,19,6,1,3,4,2,5,0,6.0,6.0,False
1.761,647a79f26a3a291e6d70130d,2.0,32,15,2025-04-21 19:57:33.809,128.0,22,far-from-aligned,near-anchor,3,10,2,25,13,pie,2,D,21,12,5,22,19,13,8,4,2,3,1,5,0,6,-7.0,7.0,False
2.016,647a79f26a3a291e6d70130d,2.0,33,15,2025-04-21 19:57:35.817,129.0,17,far-from-aligned,far-anchor,8,7,2,50,43,pie,2,C,14,25,17,2,14,24,4,0,2,3,5,4,6,1,-2.0,2.0,False
1.896,647a79f26a3a291e6d70130d,2.0,34,25,2025-04-21 19:57:38.065,130.0,20,far-from-aligned,far-anchor,5,5,0,25,10,line,2,A,20,12,8,26,10,5,19,1,4,2,3,0,5,6,5.0,5.0,False
2.042,647a79f26a3a291e6d70130d,2.0,35,30,2025-04-21 19:57:40.209,131.0,25,far-from-aligned,anchor,0,11,0,75 and 100,64,pie,2,F,13,12,21,10,11,25,8,2,3,0,1,6,5,4,5.0,5.0,False
1.561,647a79f26a3a291e6d70130d,2.0,36,25,2025-04-21 19:57:42.505,132.0,24,near-aligned,near-anchor,1,2,1,50,28,pie,2,E,6,21,9,7,24,21,12,3,0,4,1,2,6,5,1.0,1.0,False
1.722,647a79f26a3a291e6d70130d,2.0,37,15,2025-04-21 19:57:45.449,133.0,38,near-aligned,far-anchor,12,3,2,75,34,line,2,C,12,9,38,7,16,15,3,0,5,3,1,4,2,6,-23.0,23.0,False
1.644,647a79f26a3a291e6d70130d,2.0,38,15,2025-04-21 19:57:47.425,134.0,50,aligned,anchor,0,0,0,25 and 75,25,line,2,E,12,6,4,7,50,14,7,5,6,2,0,3,1,4,-35.0,35.0,False
1.545,647a79f26a3a291e6d70130d,2.0,39,10,2025-04-21 19:57:49.360,135.0,39,aligned,far-anchor,11,0,1,50,50,line,2,G,11,8,11,13,4,14,39,6,3,1,2,4,0,5,-29.0,29.0,False
2.136,647a79f26a3a291e6d70130d,2.0,40,15,2025-04-21 19:57:51.169,136.0,26,far-from-aligned,near-anchor,1,5,1,50,19,pie,2,B,17,26,5,14,15,7,16,5,2,0,1,3,6,4,-11.0,11.0,False
2.144,647a79f26a3a291e6d70130d,2.0,41,15,2025-04-21 19:57:53.561,137.0,30,near-aligned,far-anchor,5,2,0,50,48,pie,2,D,4,2,24,30,18,1,21,5,2,3,4,6,1,0,-15.0,15.0,False
1.858,647a79f26a3a291e6d70130d,2.0,42,15,2025-04-21 19:57:55.953,138.0,42,far-from-aligned,far-anchor,8,7,2,50,43,pie,2,C,7,2,42,10,21,13,5,3,5,4,2,0,6,1,-27.0,27.0,False
2.367,647a79f26a3a291e6d70130d,2.0,43,10,2025-04-21 19:57:58.058,139.0,30,aligned,far-anchor,5,0,0,100,70,pie,2,A,30,10,3,24,8,14,11,6,1,0,5,3,4,2,-20.0,20.0,False
1.855,647a79f26a3a291e6d70130d,2.0,44,15,2025-04-21 19:58:00.674,140.0,22,near-aligned,near-anchor,3,4,2,75,71,pie,2,D,15,7,7,22,28,15,6,3,1,6,5,0,4,2,-7.0,7.0,False
2.481,647a79f26a3a291e6d70130d,2.0,45,20,2025-04-21 19:58:02.770,141.0,38,far-from-aligned,far-anchor,12,6,2,25,19,pie,2,C,7,9,38,13,16,10,7,5,0,2,3,4,1,6,-18.0,18.0,False
1.88,647a79f26a3a291e6d70130d,2.0,46,15,2025-04-21 19:58:05.497,142.0,39,near-aligned,far-anchor,11,3,1,100,58,line,2,B,12,39,12,13,11,3,10,4,5,2,3,0,6,1,-24.0,24.0,False
2.176,647a79f26a3a291e6d70130d,2.0,47,10,2025-04-21 19:58:07.611,143.0,37,near-aligned,far-anchor,12,4,2,100,59,line,2,E,9,13,9,4,37,21,7,2,4,3,6,5,1,0,-27.0,27.0,False
1.8,647a79f26a3a291e6d70130d,2.0,48,14,2025-04-21 19:58:10.025,144.0,32,aligned,far-anchor,7,0,2,25,25,pie,2,A,32,8,12,4,10,17,17,2,0,4,6,3,1,5,-18.0,18.0,False
2.059,647a79f26a3a291e6d70130d,2.0,49,25,2025-04-21 19:58:13.249,145.0,33,far-from-aligned,far-anchor,8,6,2,50,56,line,2,E,19,19,6,8,33,11,4,2,3,4,0,5,6,1,-8.0,8.0,False
2.161,647a79f26a3a291e6d70130d,2.0,50,15,2025-04-21 19:58:15.546,146.0,23,far-from-aligned,near-anchor,2,6,2,25,8,line,2,E,13,7,10,8,23,14,25,4,6,3,0,1,2,5,-8.0,8.0,False
1.872,647a79f26a3a291e6d70130d,2.0,51,25,2025-04-21 19:58:17.969,147.0,43,near-aligned,far-anchor,7,3,2,50,47,pie,2,G,1,7,11,10,6,22,43,1,3,0,6,4,2,5,-18.0,18.0,False
1.926,647a79f26a3a291e6d70130d,2.0,52,10,2025-04-21 19:58:20.067,148.0,24,far-from-aligned,near-anchor,1,9,1,50,35,line,2,B,26,24,21,5,15,6,3,2,3,6,5,4,0,1,-14.0,14.0,False
1.363,647a79f26a3a291e6d70130d,2.0,53,5,2025-04-21 19:58:22.246,149.0,27,aligned,near-anchor,2,0,2,50,23,pie,2,B,23,27,15,7,5,16,7,4,2,5,6,3,0,1,-22.0,22.0,False
1.824,647a79f26a3a291e6d70130d,2.0,54,15,2025-04-21 19:58:23.841,150.0,52,aligned,far-anchor,2,0,2,25,25,pie,2,G,3,4,13,7,16,5,52,6,0,5,4,1,2,3,-37.0,37.0,False
1.72,647a79f26a3a291e6d70130d,2.0,55,20,2025-04-21 19:58:25.889,151.0,21,far-from-aligned,near-anchor,4,6,1,25,19,pie,2,C,11,8,21,16,6,19,19,6,2,1,3,4,0,5,-1.0,1.0,False
1.632,647a79f26a3a291e6d70130d,2.0,56,15,2025-04-21 19:58:27.857,152.0,22,far-from-aligned,near-anchor,3,7,2,25,10,line,2,C,13,15,22,18,15,10,7,6,3,1,4,2,0,5,-7.0,7.0,False
1.99,647a79f26a3a291e6d70130d,2.0,57,15,2025-04-21 19:58:29.731,153.0,16,near-aligned,far-anchor,9,3,1,75,56,pie,2,D,18,12,5,16,5,16,28,3,6,1,4,0,5,2,-1.0,1.0,False
1.68,647a79f26a3a291e6d70130d,2.0,58,25,2025-04-21 19:58:31.945,154.0,21,aligned,near-anchor,4,0,1,0,0,pie,2,C,3,3,21,18,26,7,22,6,2,0,1,5,3,4,4.0,4.0,False
1.864,647a79f26a3a291e6d70130d,2.0,59,15,2025-04-21 19:58:33.865,155.0,31,far-from-aligned,far-anchor,6,5,1,50,14,line,2,A,31,12,14,6,19,9,9,1,2,0,4,6,3,5,-16.0,16.0,False
2.056,647a79f26a3a291e6d70130d,2.0,60,15,2025-04-21 19:58:35.962,156.0,25,near-aligned,anchor,0,2,0,25 and 50,23,pie,2,E,10,22,1,13,25,4,25,0,3,5,1,2,4,6,-10.0,10.0,False
1.816,647a79f26a3a291e6d70130d,2.0,61,25,2025-04-21 19:58:40.209,157.0,49,near-aligned,near-anchor,1,3,1,75,29,line,2,A,49,10,10,9,10,9,3,3,6,0,5,1,2,4,-24.0,24.0,False
1.808,647a79f26a3a291e6d70130d,2.0,62,25,2025-04-21 19:58:42.257,158.0,47,aligned,near-anchor,3,0,2,100,53,pie,2,E,10,11,11,1,47,10,10,4,1,5,0,6,3,2,-22.0,22.0,False
1.857,647a79f26a3a291e6d70130d,2.0,63,10,2025-04-21 19:58:44.329,159.0,27,aligned,near-anchor,2,0,2,75,48,line,2,D,4,11,8,27,13,21,16,6,3,1,4,0,5,2,-17.0,17.0,False
2.327,647a79f26a3a291e6d70130d,2.0,64,15,2025-04-21 19:58:46.418,160.0,25,far-from-aligned,anchor,0,6,0,50 and 75,44,pie,2,G,21,3,9,15,10,17,25,5,3,2,0,6,1,4,-10.0,10.0,False
1.904,647a79f26a3a291e6d70130d,2.0,65,10,2025-04-21 19:58:48.986,161.0,27,aligned,near-anchor,2,0,2,0,0,pie,2,F,3,4,18,17,21,27,10,6,4,5,2,3,0,1,-17.0,17.0,False
1.785,647a79f26a3a291e6d70130d,2.0,66,15,2025-04-21 19:58:51.121,162.0,49,near-aligned,near-anchor,1,3,1,50,47,line,2,E,8,3,11,4,49,20,5,1,4,2,6,5,0,3,-34.0,34.0,False
1.84,647a79f26a3a291e6d70130d,2.0,67,15,2025-04-21 19:58:53.137,163.0,21,aligned,near-anchor,4,0,1,75,75,line,2,A,21,21,8,16,19,11,4,5,0,1,3,2,4,6,-6.0,6.0,False
1.921,647a79f26a3a291e6d70130d,2.0,68,20,2025-04-21 19:58:55.225,164.0,48,near-aligned,near-anchor,2,4,2,50,6,line,2,D,3,13,4,48,6,20,6,5,2,4,1,0,3,6,-28.0,28.0,False
1.776,647a79f26a3a291e6d70130d,2.0,69,25,2025-04-21 19:58:57.409,165.0,47,far-from-aligned,near-anchor,3,7,2,75,35,pie,2,D,9,16,7,47,2,16,3,1,5,0,4,6,3,2,-22.0,22.0,False
2.151,647a79f26a3a291e6d70130d,2.0,70,15,2025-04-21 19:58:59.426,166.0,52,far-from-aligned,far-anchor,2,11,2,75,12,pie,2,D,5,5,11,52,7,6,14,4,0,6,2,1,5,3,-37.0,37.0,False
2.08,647a79f26a3a291e6d70130d,2.0,71,20,2025-04-21 19:59:01.825,167.0,25,aligned,anchor,0,0,0,50 and 75,50,line,2,G,20,9,17,4,21,4,25,0,3,2,6,5,1,4,-5.0,5.0,False
2.025,647a79f26a3a291e6d70130d,2.0,72,15,2025-04-21 19:59:04.121,168.0,21,aligned,near-anchor,4,0,1,50,50,line,2,D,9,20,7,21,19,9,15,5,6,0,4,2,1,3,-6.0,6.0,False
2.104,647a79f26a3a291e6d70130d,2.0,73,15,2025-04-21 19:59:07.385,169.0,44,near-aligned,far-anchor,6,2,1,25,23,pie,2,B,10,44,11,22,1,7,5,6,2,5,1,0,3,4,-29.0,29.0,False
1.719,647a79f26a3a291e6d70130d,2.0,74,25,2025-04-21 19:59:09.730,170.0,21,far-from-aligned,near-anchor,4,7,1,50,43,pie,2,C,13,8,21,9,26,8,15,6,4,3,2,1,0,5,4.0,4.0,False
1.528,647a79f26a3a291e6d70130d,2.0,75,20,2025-04-21 19:59:11.697,171.0,16,far-from-aligned,far-anchor,9,8,1,75 and 75,67,line,2,G,27,10,17,4,4,22,16,2,0,6,3,4,1,5,4.0,4.0,False
4.167,647a79f26a3a291e6d70130d,2.0,76,15,2025-04-21 19:59:13.458,172.0,18,aligned,far-anchor,7,0,2,25,7,pie,2,F,12,11,18,7,27,18,7,4,6,5,0,3,1,2,-3.0,3.0,False
1.578,647a79f26a3a291e6d70130d,2.0,77,1,2025-04-21 19:59:17.857,173.0,40,aligned,far-anchor,10,0,0,0,0,line,2,G,18,1,2,17,17,5,40,6,2,4,3,5,1,0,-39.0,39.0,False
1.8,647a79f26a3a291e6d70130d,2.0,78,15,2025-04-21 19:59:19.665,174.0,29,aligned,near-anchor,4,0,1,100,71,pie,2,A,29,8,5,8,32,14,4,6,0,5,2,1,3,4,-14.0,14.0,False
2.746,647a79f26a3a291e6d70130d,2.0,79,10,2025-04-21 19:59:21.705,175.0,25,aligned,anchor,0,0,0,50 and 75,50,pie,2,C,26,5,25,11,10,8,15,1,0,4,2,5,3,6,-15.0,15.0,False
3.232,647a79f26a3a291e6d70130d,2.0,80,25,2025-04-21 19:59:24.705,176.0,29,far-from-aligned,near-anchor,4,7,1,75,39,line,2,C,21,9,29,7,9,17,8,2,1,3,4,0,6,5,-4.0,4.0,False
1.841,647a79f26a3a291e6d70130d,2.0,81,15,2025-04-21 19:59:28.169,177.0,45,far-from-aligned,far-anchor,5,8,0,50,42,pie,2,A,45,17,7,2,13,4,12,5,0,2,1,6,3,4,-30.0,30.0,False
1.725,647a79f26a3a291e6d70130d,2.0,82,25,2025-04-21 19:59:30.252,178.0,39,near-aligned,far-anchor,11,1,1,50,49,line,2,C,1,7,39,19,6,12,16,1,4,5,3,2,6,0,-14.0,14.0,False
2.009,647a79f26a3a291e6d70130d,2.0,83,10,2025-04-21 19:59:32.218,179.0,51,far-from-aligned,far-anchor,1,6,1,0,6,line,2,B,6,51,5,9,4,12,13,0,1,5,6,3,2,4,-41.0,41.0,False
3.904,647a79f26a3a291e6d70130d,2.0,84,20,2025-04-21 19:59:34.466,180.0,30,far-from-aligned,far-anchor,5,9,0,100,61,line,2,D,20,19,13,30,9,7,2,4,2,1,5,6,0,3,-10.0,10.0,False
2.24,647a79f26a3a291e6d70130d,2.0,85,15,2025-04-21 19:59:40.049,181.0,52,aligned,far-anchor,2,0,2,100,48,pie,2,D,2,11,10,52,7,8,10,4,1,5,6,2,3,0,-37.0,37.0,False
1.864,647a79f26a3a291e6d70130d,2.0,86,25,2025-04-21 19:59:42.521,182.0,33,far-from-aligned,far-anchor,8,8,2,50,9,line,2,G,15,9,10,3,14,16,33,3,0,4,2,5,6,1,-8.0,8.0,False
2.042,647a79f26a3a291e6d70130d,2.0,87,15,2025-04-21 19:59:44.649,183.0,34,near-aligned,far-anchor,9,4,1,100,62,pie,2,A,34,8,3,23,10,4,18,5,3,0,4,2,6,1,-19.0,19.0,False
1.904,647a79f26a3a291e6d70130d,2.0,88,25,2025-04-21 19:59:46.922,184.0,45,far-from-aligned,far-anchor,5,8,0,25,17,pie,2,A,45,6,4,9,19,9,8,2,3,4,5,6,1,0,-20.0,20.0,False
2.009,647a79f26a3a291e6d70130d,2.0,89,10,2025-04-21 19:59:49.057,185.0,30,far-from-aligned,far-anchor,5,7,0,0,7,pie,2,G,11,3,9,10,30,7,30,4,2,5,3,6,0,1,-20.0,20.0,False
2.105,647a79f26a3a291e6d70130d,2.0,90,15,2025-04-21 19:59:51.305,186.0,44,near-aligned,far-anchor,6,3,1,50,47,line,2,D,7,9,9,44,18,7,6,4,1,6,5,0,3,2,-29.0,29.0,False
1.976,647a79f26a3a291e6d70130d,2.0,91,20,2025-04-21 19:59:53.650,187.0,50,near-aligned,anchor,0,3,0,0 and 50,3,line,2,B,13,50,4,3,8,19,3,6,1,4,5,3,2,0,-30.0,30.0,False
1.672,647a79f26a3a291e6d70130d,2.0,92,25,2025-04-21 19:59:55.857,188.0,25,near-aligned,anchor,0,2,0,75 and 100,73,pie,2,A,25,6,3,36,14,14,2,5,4,1,2,0,3,6,0.0,0.0,True
2.128,647a79f26a3a291e6d70130d,2.0,93,25,2025-04-21 19:59:57.777,189.0,29,far-from-aligned,near-anchor,4,7,1,50,57,pie,2,A,29,8,14,17,9,15,8,5,0,6,3,4,1,2,-4.0,4.0,False
2.209,647a79f26a3a291e6d70130d,2.0,94,20,2025-04-21 20:00:00.257,190.0,44,near-aligned,far-anchor,6,1,1,0,1,line,2,E,11,10,10,21,44,1,3,6,4,2,3,1,0,5,-24.0,24.0,False
2.584,647a79f26a3a291e6d70130d,2.0,95,15,2025-04-21 20:00:02.697,191.0,24,aligned,near-anchor,1,0,1,25,25,line,2,E,18,8,11,17,24,21,1,4,1,6,0,2,3,5,-9.0,9.0,False
2.578,647a79f26a3a291e6d70130d,2.0,96,15,2025-04-21 20:00:05.513,192.0,24,aligned,near-anchor,1,0,1,100,76,line,2,C,16,22,24,14,5,8,11,0,4,6,2,1,5,3,-9.0,9.0,False
4.642,64012a2623351894f2917605,3.0,1,48,2025-04-21 20:40:46.566,193.0,37,near-aligned,far-anchor,12,4,2,50,46,line,3,E,9,6,11,10,37,17,10,2,6,5,1,4,0,3,11.0,11.0,False
4.316,64012a2623351894f2917605,3.0,2,22,2025-04-21 20:40:51.503,194.0,20,aligned,far-anchor,5,0,0,100,80,pie,3,F,22,7,4,17,12,20,18,1,4,5,0,3,6,2,2.0,2.0,False
3.804,64012a2623351894f2917605,3.0,3,35,2025-04-21 20:40:56.172,195.0,27,far-from-aligned,near-anchor,2,7,2,0,7,pie,3,C,22,9,27,14,7,8,13,3,2,1,5,0,4,6,8.0,8.0,False
4.175,64012a2623351894f2917605,3.0,4,20,2025-04-21 20:41:00.310,196.0,24,aligned,near-anchor,1,0,1,25,1,line,3,G,1,8,2,26,29,10,24,0,5,3,6,2,4,1,-4.0,4.0,False
3.939,64012a2623351894f2917605,3.0,5,20,2025-04-21 20:41:04.816,197.0,25,near-aligned,anchor,0,3,0,25 and 50,22,line,3,G,7,12,18,12,10,16,25,6,5,4,0,1,3,2,-5.0,5.0,False
3.253,64012a2623351894f2917605,3.0,6,25,2025-04-21 20:41:09.072,198.0,36,far-from-aligned,far-anchor,11,5,1,50,45,line,3,B,14,36,5,9,17,14,5,1,4,0,2,3,6,5,-11.0,11.0,False
3.72,64012a2623351894f2917605,3.0,7,15,2025-04-21 20:41:12.665,199.0,23,near-aligned,near-anchor,2,1,2,0 and 25,1,line,3,F,1,2,8,10,21,23,35,0,6,3,5,2,1,4,-8.0,8.0,False
3.931,64012a2623351894f2917605,3.0,8,35,2025-04-21 20:41:16.677,200.0,45,aligned,far-anchor,5,0,0,25,25,line,3,A,45,17,6,12,12,2,6,3,0,1,6,5,2,4,-10.0,10.0,False
3.432,64012a2623351894f2917605,3.0,9,35,2025-04-21 20:41:20.895,201.0,31,far-from-aligned,far-anchor,6,6,1,75,38,pie,3,D,7,7,18,31,7,6,24,5,2,4,3,1,6,0,4.0,4.0,False
3.739,64012a2623351894f2917605,3.0,10,22,2025-04-21 20:41:24.726,202.0,24,far-from-aligned,near-anchor,1,5,1,75,56,line,3,C,4,18,24,26,6,6,16,6,2,4,3,0,1,5,-2.0,2.0,False
3.584,64012a2623351894f2917605,3.0,11,30,2025-04-21 20:41:28.821,203.0,25,far-from-aligned,anchor,0,12,0,50 and 75,38,pie,3,E,10,14,17,12,25,6,16,0,5,6,1,3,4,2,5.0,5.0,False
3.294,64012a2623351894f2917605,3.0,12,25,2025-04-21 20:41:32.729,204.0,21,aligned,near-anchor,4,0,1,100,79,pie,3,D,13,11,4,21,24,3,24,4,2,1,6,3,5,0,4.0,4.0,False
3.277,64012a2623351894f2917605,3.0,13,35,2025-04-21 20:41:53.503,205.0,28,near-aligned,near-anchor,3,2,2,50,52,pie,3,A,28,16,5,11,7,20,13,4,3,1,2,6,0,5,7.0,7.0,False
3.856,64012a2623351894f2917605,3.0,14,27,2025-04-21 20:41:57.104,206.0,31,near-aligned,far-anchor,6,4,1,50,54,line,3,C,7,10,31,25,6,15,6,2,1,5,4,0,6,3,-4.0,4.0,False
3.958,64012a2623351894f2917605,3.0,15,65,2025-04-21 20:42:01.287,207.0,49,far-from-aligned,near-anchor,1,8,1,50,42,pie,3,E,14,7,9,11,49,5,5,3,1,6,4,5,0,2,16.0,16.0,False
3.423,64012a2623351894f2917605,3.0,16,60,2025-04-21 20:42:05.580,208.0,55,near-aligned,far-anchor,5,1,0,0,1,pie,3,B,9,55,10,11,1,12,2,2,1,5,3,0,6,4,5.0,5.0,False
3.297,64012a2623351894f2917605,3.0,17,35,2025-04-21 20:42:09.359,209.0,27,near-aligned,near-anchor,2,4,2,75,44,pie,3,A,27,7,7,13,22,11,13,4,6,0,2,5,1,3,8.0,8.0,False
4.407,64012a2623351894f2917605,3.0,18,40,2025-04-21 20:42:13.012,210.0,46,near-aligned,near-anchor,4,3,1,75,32,line,3,D,12,10,5,46,2,13,12,1,6,0,4,2,3,5,-6.0,6.0,False
3.391,64012a2623351894f2917605,3.0,19,20,2025-04-21 20:42:17.762,211.0,22,far-from-aligned,near-anchor,3,8,2,75,61,line,3,E,10,15,17,19,22,8,9,3,4,6,0,5,2,1,-2.0,2.0,False
4.808,64012a2623351894f2917605,3.0,20,15,2025-04-21 20:42:21.439,212.0,18,far-from-aligned,far-anchor,7,5,2,75,70,pie,3,A,18,9,15,12,15,14,17,5,2,1,6,0,3,4,-3.0,3.0,False
3.79,64012a2623351894f2917605,3.0,21,20,2025-04-21 20:42:26.562,213.0,21,aligned,near-anchor,4,0,1,75,75,line,3,G,4,13,1,26,25,10,21,6,3,0,4,2,1,5,-1.0,1.0,False
5.296,64012a2623351894f2917605,3.0,22,35,2025-04-21 20:42:30.683,214.0,28,aligned,near-anchor,3,0,2,0,0,pie,3,D,26,13,2,28,19,4,8,5,3,4,0,2,1,6,7.0,7.0,False
5.536,64012a2623351894f2917605,3.0,23,60,2025-04-21 20:42:36.251,215.0,40,aligned,far-anchor,10,0,0,25,25,pie,3,F,13,17,8,4,8,40,10,4,1,0,3,5,2,6,20.0,20.0,False
4.598,64012a2623351894f2917605,3.0,24,45,2025-04-21 20:42:42.123,216.0,29,far-from-aligned,near-anchor,4,10,1,100,61,pie,3,E,3,13,36,4,29,5,10,0,3,1,4,5,2,6,16.0,16.0,False
5.659,64012a2623351894f2917605,3.0,25,55,2025-04-21 20:42:48.910,217.0,33,near-aligned,far-anchor,8,2,2,100,65,pie,3,C,7,2,33,2,12,27,17,2,0,5,6,1,4,3,22.0,22.0,False
3.573,64012a2623351894f2917605,3.0,26,25,2025-04-21 20:42:54.860,218.0,27,far-from-aligned,near-anchor,2,7,2,50,57,line,3,B,28,27,8,7,16,2,12,2,5,1,0,6,4,3,-2.0,2.0,False
3.709,64012a2623351894f2917605,3.0,27,10,2025-04-21 20:42:58.723,219.0,17,far-from-aligned,far-anchor,8,8,2,75,67,line,3,B,16,17,7,17,7,15,21,6,5,2,4,1,3,0,-7.0,7.0,False
4.82,64012a2623351894f2917605,3.0,28,40,2025-04-21 20:43:02.715,220.0,51,far-from-aligned,far-anchor,1,8,1,0,8,line,3,G,3,9,8,8,5,16,51,3,6,0,5,2,4,1,-11.0,11.0,False
6.378,64012a2623351894f2917605,3.0,29,45,2025-04-21 20:43:07.873,221.0,31,near-aligned,far-anchor,6,2,1,25,23,pie,3,D,19,8,5,31,18,2,17,6,5,1,2,0,4,3,14.0,14.0,False
3.928,64012a2623351894f2917605,3.0,30,45,2025-04-21 20:43:14.604,222.0,44,aligned,far-anchor,6,0,1,50,50,pie,3,D,15,8,6,44,7,7,13,3,2,6,5,4,1,0,1.0,1.0,False
3.168,64012a2623351894f2917605,3.0,31,35,2025-04-21 20:43:18.827,223.0,34,near-aligned,far-anchor,9,4,1,25,21,pie,3,G,13,17,7,9,8,12,34,5,6,3,1,4,0,2,1.0,1.0,False
4.073,64012a2623351894f2917605,3.0,32,25,2025-04-21 20:43:22.316,224.0,23,far-from-aligned,near-anchor,2,5,2,75,57,pie,3,E,14,2,28,17,23,3,13,0,3,2,6,4,5,1,2.0,2.0,False
3.108,64012a2623351894f2917605,3.0,33,15,2025-04-21 20:43:26.702,225.0,18,far-from-aligned,far-anchor,7,5,2,25,20,pie,3,C,19,3,18,20,3,10,27,6,2,1,0,4,5,3,-3.0,3.0,False
3.558,64012a2623351894f2917605,3.0,34,20,2025-04-21 20:43:30.151,226.0,21,aligned,near-anchor,4,0,1,50,50,pie,3,C,7,11,21,21,11,21,8,3,2,4,0,1,5,6,-1.0,1.0,False
3.622,64012a2623351894f2917605,3.0,35,50,2025-04-21 20:43:33.993,227.0,46,aligned,near-anchor,4,0,1,75,29,line,3,C,3,5,46,13,9,11,13,6,2,3,4,5,1,0,4.0,4.0,False
3.825,64012a2623351894f2917605,3.0,36,15,2025-04-21 20:43:37.909,228.0,27,near-aligned,near-anchor,2,4,2,25,29,line,3,F,3,4,16,18,13,27,19,4,6,0,5,1,2,3,-12.0,12.0,False
3.334,64012a2623351894f2917605,3.0,37,35,2025-04-21 20:43:43.832,229.0,30,far-from-aligned,far-anchor,5,8,0,50,12,pie,3,D,11,7,9,30,23,12,8,4,5,2,1,6,0,3,5.0,5.0,False
3.77,64012a2623351894f2917605,3.0,38,20,2025-04-21 20:43:47.526,230.0,25,near-aligned,anchor,0,3,0,75 and 100,72,line,3,D,18,14,7,25,20,13,3,2,1,0,5,4,3,6,-5.0,5.0,False
4.52,64012a2623351894f2917605,3.0,39,40,2025-04-21 20:43:51.619,231.0,52,near-aligned,far-anchor,2,2,2,0,2,line,3,F,10,2,7,14,2,52,13,3,0,5,4,6,1,2,-12.0,12.0,False
5.304,64012a2623351894f2917605,3.0,40,20,2025-04-21 20:43:56.439,232.0,25,aligned,anchor,0,0,0,25 and 50,25,pie,3,A,25,6,15,10,19,10,15,2,1,4,6,0,3,5,-5.0,5.0,False
3.539,64012a2623351894f2917605,3.0,41,15,2025-04-21 20:44:02.083,233.0,19,aligned,far-anchor,6,0,1,75,75,pie,3,F,6,2,17,19,11,19,26,6,0,2,4,3,5,1,-4.0,4.0,False
3.921,64012a2623351894f2917605,3.0,42,20,2025-04-21 20:44:05.945,234.0,24,aligned,near-anchor,1,0,1,0,0,pie,3,E,12,22,17,7,24,2,16,5,1,2,4,0,6,3,-4.0,4.0,False
2.966,64012a2623351894f2917605,3.0,43,15,2025-04-21 20:44:10.161,235.0,18,far-from-aligned,far-anchor,7,7,2,50,43,pie,3,A,18,18,10,20,13,14,7,3,4,0,2,1,5,6,-3.0,3.0,False
5.042,64012a2623351894f2917605,3.0,44,35,2025-04-21 20:44:13.472,236.0,51,aligned,far-anchor,1,0,1,0,0,line,3,G,6,5,4,3,21,10,51,3,4,2,5,6,1,0,-16.0,16.0,False
4.222,64012a2623351894f2917605,3.0,45,40,2025-04-21 20:44:18.878,237.0,52,far-from-aligned,far-anchor,2,11,2,0,11,line,3,A,52,11,4,7,7,3,16,1,0,4,2,6,3,5,-12.0,12.0,False
