selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,A,B,C,D,E,F,G,A_ind,B_ind,C_ind,D_ind,E_ind,F_ind,G_ind,questionID
24,far-from-aligned,near-anchor,1,5,1,50,45,line,18,G,12,8,19,5,18,14,24,6,1,5,0,3,2,4,1679
27,near-aligned,near-anchor,2,2,2,25,27,pie,18,E,18,9,9,11,27,7,19,1,3,0,6,2,4,5,1680
27,far-from-aligned,near-anchor,2,11,2,50,12,line,18,C,15,14,27,12,13,11,8,6,4,1,0,5,2,3,1681
50,near-aligned,anchor,0,1,0,50 and 100,49,pie,18,C,14,1,50,13,14,4,4,1,6,5,4,0,2,3,1682
31,aligned,far-anchor,6,0,1,25,25,pie,18,D,18,11,7,31,19,7,7,1,4,0,2,3,6,5,1683
21,aligned,near-anchor,4,0,1,50,50,pie,18,G,27,12,3,18,8,11,21,1,3,2,5,0,6,4,1684
27,near-aligned,near-anchor,2,4,2,75,44,line,18,B,5,27,12,4,17,11,24,6,4,3,1,0,2,5,1685
42,near-aligned,far-anchor,8,4,2,25 and 75,29,line,18,A,42,6,8,13,7,14,10,3,5,2,6,1,0,4,1686
24,far-from-aligned,near-anchor,1,8,1,25,9,line,18,A,24,23,24,5,14,9,1,1,6,5,3,2,0,4,1687
37,aligned,far-anchor,12,0,2,0,0,line,18,B,11,37,11,10,12,17,2,4,0,2,6,1,3,5,1688
26,far-from-aligned,near-anchor,1,6,1,50,56,line,18,B,10,26,11,12,18,21,2,3,5,4,2,6,0,1,1689
16,near-aligned,far-anchor,9,1,1,25,8,line,18,F,10,15,21,17,13,16,8,6,3,4,5,2,1,0,1690
19,far-from-aligned,far-anchor,6,5,1,25,20,line,18,F,6,15,3,31,20,19,6,4,6,2,5,0,1,3,1691
29,far-from-aligned,near-anchor,4,6,1,0,6,pie,18,C,6,22,29,11,5,22,5,0,3,1,2,5,4,6,1692
25,near-aligned,anchor,0,1,0,0 and 25,1,line,18,A,25,8,1,19,10,10,27,1,5,0,6,3,4,2,1693
15,far-from-aligned,far-anchor,10,7,0,25,17,pie,18,F,24,24,7,17,5,15,8,2,6,4,0,5,1,3,1694
52,far-from-aligned,far-anchor,2,11,2,25,36,pie,18,E,4,25,3,8,52,4,4,5,0,1,6,4,3,2,1695
36,aligned,far-anchor,11,0,1,50,14,pie,18,E,14,14,5,6,36,4,21,2,0,5,6,1,4,3,1696
23,near-aligned,near-anchor,2,4,2,25,6,pie,18,C,12,13,23,7,7,32,6,4,3,1,2,6,5,0,1697
23,near-aligned,near-anchor,2,1,2,50 and 75,51,line,18,A,23,13,25,10,3,19,7,4,0,3,1,2,5,6,1698
26,near-aligned,near-anchor,1,3,1,100,71,line,18,A,26,18,10,16,21,3,6,5,0,3,2,4,6,1,1699
33,aligned,far-anchor,8,0,2,100,67,pie,18,A,33,2,5,25,7,4,24,6,3,5,2,0,1,4,1700
48,far-from-aligned,near-anchor,2,6,2,25,19,pie,18,E,10,3,15,5,48,10,9,1,4,3,6,2,5,0,1701
19,near-aligned,far-anchor,6,4,1,75,71,pie,18,E,7,16,17,23,19,10,8,1,3,4,0,5,6,2,1702
19,far-from-aligned,far-anchor,6,5,1,75,61,pie,18,F,22,4,20,9,12,19,14,3,2,6,1,0,5,4,1703
31,near-aligned,far-anchor,6,1,1,50,18,line,18,E,6,12,9,26,31,12,4,1,4,5,6,2,0,3,1704
25,aligned,anchor,0,0,0,75 and 100,75,line,18,E,3,7,18,4,25,22,21,0,4,5,1,6,3,2,1705
50,near-aligned,anchor,0,1,0,25 and 75,24,pie,18,B,12,50,7,13,4,2,12,6,3,1,0,2,5,4,1706
39,near-aligned,far-anchor,11,1,1,100,60,line,18,D,21,2,14,39,12,11,1,3,2,0,5,1,4,6,1707
49,aligned,near-anchor,1,0,1,50,50,pie,18,F,10,8,3,1,7,49,22,3,1,4,6,0,5,2,1708
20,near-aligned,far-anchor,5,1,0,25,24,pie,18,E,3,8,9,21,20,34,5,0,6,3,1,2,5,4,1709
32,aligned,far-anchor,7,0,2,75,43,line,18,A,32,13,9,24,11,1,10,4,0,2,6,3,5,1,1710
18,far-from-aligned,far-anchor,7,9,2,25 and 25,16,line,18,B,21,18,5,1,8,31,16,4,1,3,2,5,6,0,1711
25,far-from-aligned,anchor,0,10,0,75 and 100,65,line,18,F,12,3,16,10,27,25,7,0,4,3,6,1,5,2,1712
51,near-aligned,far-anchor,1,3,1,75,21,pie,18,G,1,11,12,8,15,2,51,4,0,5,2,6,1,3,1713
25,far-from-aligned,anchor,0,12,0,75 and 100,63,line,18,B,11,25,39,9,3,12,1,3,5,1,0,2,6,4,1714
31,near-aligned,far-anchor,6,3,1,75,41,line,18,A,31,17,7,10,13,7,15,4,1,0,2,5,3,6,1715
18,near-aligned,far-anchor,7,4,2,75,61,pie,18,C,8,7,18,13,23,5,26,6,2,4,5,1,0,3,1716
38,far-from-aligned,far-anchor,12,6,2,25,19,line,18,B,13,38,9,12,8,6,14,0,2,6,5,4,1,3,1717
20,aligned,far-anchor,5,0,0,50,30,line,18,F,16,24,14,8,12,20,6,3,1,4,6,5,2,0,1718
20,far-from-aligned,far-anchor,5,5,0,25,10,pie,18,G,14,13,14,20,10,9,20,4,2,3,5,0,6,1,1719
26,near-aligned,near-anchor,1,1,1,25,26,pie,18,G,4,9,20,18,6,17,26,4,0,5,6,3,1,2,1720
24,near-aligned,near-anchor,1,3,1,50,47,pie,18,E,15,5,23,12,24,6,15,0,1,6,3,4,5,2,1721
21,aligned,near-anchor,4,0,1,75,54,pie,18,E,11,14,22,24,21,3,5,0,3,6,2,4,5,1,1722
29,far-from-aligned,near-anchor,4,6,1,50,15,pie,18,E,21,4,15,5,29,16,10,5,4,0,2,1,6,3,1723
34,near-aligned,far-anchor,9,2,1,50,14,pie,18,F,6,12,14,1,10,34,23,6,3,0,4,2,1,5,1724
49,aligned,near-anchor,1,0,1,100,51,line,18,E,7,7,13,2,49,8,14,5,2,3,0,6,1,4,1725
40,aligned,far-anchor,10,0,0,25,25,line,18,D,11,6,12,40,5,20,6,6,5,3,2,0,1,4,1726
16,far-from-aligned,far-anchor,9,6,1,50,44,pie,18,A,16,30,9,21,5,6,13,3,1,2,4,0,5,6,1727
50,far-from-aligned,anchor,0,12,0,0 and 50,12,pie,18,E,7,2,11,9,50,12,9,5,4,3,6,1,0,2,1728
38,near-aligned,far-anchor,12,1,2,75,36,line,19,C,14,16,38,10,7,5,10,4,0,3,2,6,5,1,1729
24,aligned,near-anchor,1,0,1,100,76,line,19,F,7,16,8,5,35,24,5,1,2,5,0,4,6,3,1730
31,aligned,far-anchor,6,0,1,0,0,pie,19,A,31,12,5,1,19,20,12,0,5,1,2,6,3,4,1731
33,far-from-aligned,far-anchor,8,5,2,100,62,line,19,B,5,33,13,18,6,12,13,6,5,4,1,2,3,0,1732
41,near-aligned,far-anchor,9,4,1,25,21,line,19,D,6,12,12,41,10,11,8,3,5,4,2,1,0,6,1733
29,near-aligned,near-anchor,4,2,1,25,27,line,19,G,6,12,11,15,14,13,29,5,1,6,0,3,4,2,1734
16,near-aligned,far-anchor,9,3,1,100,81,pie,19,E,15,26,3,3,16,10,27,1,4,0,6,5,3,2,1735
25,far-from-aligned,anchor,0,8,0,0 and 25,8,pie,19,G,24,3,8,23,13,4,25,2,3,0,6,4,5,1,1736
50,aligned,anchor,0,0,0,25 and 75,25,pie,19,A,50,10,13,2,2,2,21,3,1,0,4,6,2,5,1737
26,aligned,near-anchor,1,0,1,25,25,pie,19,G,13,10,12,10,18,11,26,0,3,1,4,6,5,2,1738
34,far-from-aligned,far-anchor,9,6,1,25,31,line,19,A,34,13,16,5,6,12,14,3,5,4,2,6,0,1,1739
54,far-from-aligned,far-anchor,4,7,1,100,39,line,19,C,7,10,54,8,9,8,4,6,1,5,3,0,2,4,1740
27,far-from-aligned,near-anchor,2,7,2,50,16,pie,19,A,27,7,16,8,5,29,8,1,5,0,6,2,4,3,1741
47,far-from-aligned,near-anchor,3,11,2,25 and 50,14,line,19,A,47,5,18,7,9,4,10,2,1,4,6,0,3,5,1742
25,near-aligned,anchor,0,1,0,50 and 75,49,pie,19,A,25,12,14,7,12,11,19,4,3,5,1,6,0,2,1743
50,aligned,anchor,0,0,0,0 and 50,0,line,19,A,50,10,10,10,8,3,9,0,5,6,1,4,2,3,1744
23,near-aligned,near-anchor,2,1,2,50,49,pie,19,F,4,24,20,19,8,23,2,6,5,2,0,3,4,1,1745
55,far-from-aligned,far-anchor,5,9,0,25,34,pie,19,D,6,10,6,55,11,4,8,2,0,1,5,6,4,3,1746
27,far-from-aligned,near-anchor,2,9,2,75,39,line,19,C,17,22,27,4,16,8,6,2,5,3,4,0,6,1,1747
48,aligned,near-anchor,2,0,2,50,2,pie,19,F,3,13,2,8,7,48,19,6,4,0,2,5,1,3,1748
43,aligned,far-anchor,7,0,2,50,7,line,19,F,14,3,7,10,13,43,10,6,3,0,5,2,1,4,1749
17,far-from-aligned,far-anchor,8,5,2,50,38,line,19,E,7,3,27,22,17,15,9,1,6,4,0,3,5,2,1750
33,near-aligned,far-anchor,8,2,2,50,48,line,19,G,3,16,23,7,2,16,33,5,6,3,2,1,0,4,1751
17,aligned,far-anchor,8,0,2,50,33,pie,19,D,13,11,22,17,19,9,9,5,0,1,2,4,6,3,1752
18,aligned,far-anchor,7,0,2,0,0,line,19,D,5,23,5,18,25,13,11,3,5,1,0,2,6,4,1753
53,far-from-aligned,far-anchor,3,9,2,100,38,pie,19,C,9,11,53,3,7,3,14,6,1,5,3,2,4,0,1754
32,near-aligned,far-anchor,7,4,2,75,39,pie,19,F,1,11,5,13,21,32,17,2,4,6,5,0,3,1,1755
22,aligned,near-anchor,3,0,2,50,50,line,19,C,14,14,22,1,11,17,21,5,6,4,1,3,2,0,1756
43,near-aligned,far-anchor,7,1,2,50,49,pie,19,A,43,6,4,8,16,5,18,5,0,1,6,4,2,3,1757
42,aligned,far-anchor,8,0,2,0,0,pie,19,E,6,20,10,2,42,11,9,5,1,3,6,0,4,2,1758
50,far-from-aligned,anchor,0,8,0,0 and 50,8,line,19,E,1,6,8,20,50,11,4,6,4,0,5,1,2,3,1759
27,near-aligned,near-anchor,2,4,2,0,4,pie,19,D,17,18,14,27,4,15,5,3,2,6,1,0,4,5,1760
51,far-from-aligned,far-anchor,1,5,1,0,5,pie,19,D,20,10,1,51,11,2,5,2,4,6,1,5,3,0,1761
51,near-aligned,far-anchor,1,2,1,25,27,pie,19,B,10,51,3,10,14,11,1,4,3,1,2,0,6,5,1762
21,near-aligned,near-anchor,4,3,1,25,7,line,19,F,9,8,16,25,7,21,14,4,3,2,5,0,1,6,1763
28,near-aligned,near-anchor,3,2,2,50,52,line,19,B,1,28,6,19,13,30,3,6,4,1,5,3,2,0,1764
38,far-from-aligned,far-anchor,12,5,2,100,57,pie,19,C,6,8,38,11,18,14,5,4,1,5,0,3,2,6,1765
50,far-from-aligned,anchor,0,7,0,50 and 100,43,line,19,B,7,50,4,14,21,2,2,6,5,0,4,1,2,3,1766
21,aligned,near-anchor,4,0,1,25,4,line,19,G,4,11,15,24,14,11,21,0,5,4,3,2,6,1,1767
25,aligned,anchor,0,0,0,25 and 50,25,pie,19,G,9,16,8,11,17,14,25,5,6,0,3,1,4,2,1768
41,aligned,far-anchor,9,0,1,75,34,line,19,F,6,6,7,12,11,41,17,2,5,6,4,1,3,0,1769
47,far-from-aligned,near-anchor,3,5,2,50,45,line,19,A,47,8,7,4,3,16,15,5,6,4,0,2,3,1,1770
18,far-from-aligned,far-anchor,7,7,2,25,18,line,19,C,13,5,18,23,18,12,11,5,4,1,2,0,6,3,1771
39,near-aligned,far-anchor,11,2,1,100,59,line,19,G,14,11,2,9,11,14,39,1,4,6,3,0,2,5,1772
29,near-aligned,near-anchor,4,3,1,0,3,pie,19,A,29,3,15,16,16,13,8,1,0,3,6,4,5,2,1773
15,far-from-aligned,far-anchor,10,7,0,25,18,pie,19,C,18,23,15,18,12,8,6,4,5,1,0,3,6,2,1774
34,near-aligned,far-anchor,9,4,1,75,37,pie,19,F,9,13,11,9,6,34,18,5,0,4,6,1,3,2,1775
23,far-from-aligned,near-anchor,2,6,2,75,69,pie,19,C,8,8,23,16,12,8,25,4,6,5,2,3,1,0,1776
16,far-from-aligned,far-anchor,9,5,1,25,20,pie,19,C,20,3,16,10,21,22,8,0,5,1,3,2,4,6,1777
51,near-aligned,far-anchor,1,2,1,0,2,pie,19,C,15,12,51,2,9,4,7,3,2,1,0,5,4,6,1778
27,near-aligned,near-anchor,2,4,2,0,4,pie,19,E,24,15,20,4,27,5,5,5,2,3,0,1,6,4,1779
27,far-from-aligned,near-anchor,2,6,2,50,17,line,19,F,7,17,17,15,9,27,8,6,2,0,4,5,1,3,1780
17,near-aligned,far-anchor,8,4,2,50,37,line,19,G,30,9,5,11,11,17,17,6,1,4,5,2,0,3,1781
24,near-aligned,near-anchor,1,4,1,75,71,pie,19,D,5,3,27,24,3,19,19,6,3,4,5,0,2,1,1782
32,near-aligned,far-anchor,7,1,2,100,67,line,19,B,14,32,12,18,1,19,4,4,5,0,2,6,1,3,1783
25,near-aligned,anchor,0,4,0,25 and 50,21,pie,19,D,10,10,5,25,11,16,23,3,0,6,2,1,5,4,1784
36,aligned,far-anchor,11,0,1,50,14,pie,19,B,14,36,8,5,11,9,17,0,1,4,3,5,2,6,1785
28,far-from-aligned,near-anchor,3,9,2,75,38,pie,19,A,28,10,9,19,8,11,15,3,5,6,2,0,1,4,1786
50,far-from-aligned,anchor,0,7,0,0 and 50,7,pie,19,F,9,15,10,5,4,50,7,6,2,3,5,4,1,0,1787
21,near-aligned,near-anchor,4,4,1,25,8,line,19,A,21,31,13,8,6,8,13,1,2,6,4,5,0,3,1788
19,near-aligned,far-anchor,6,1,1,25,5,pie,19,F,5,24,10,25,6,19,11,0,5,2,6,3,1,4,1789
29,near-aligned,near-anchor,4,4,1,50,54,pie,19,A,29,17,7,23,11,9,4,5,6,3,4,1,2,0,1790
22,aligned,near-anchor,3,0,2,25,25,line,19,G,5,15,3,10,23,22,22,5,4,0,6,3,1,2,1791
29,near-aligned,near-anchor,4,3,1,50,18,line,19,D,8,14,14,29,10,4,21,4,1,3,2,6,0,5,1792
50,aligned,anchor,0,0,0,50 and 100,50,line,19,A,50,6,8,11,5,6,14,6,1,3,4,2,0,5,1793
43,far-from-aligned,far-anchor,7,9,2,50 and 75,41,pie,19,B,10,43,11,9,15,7,5,1,4,6,0,2,3,5,1794
36,near-aligned,far-anchor,11,4,1,100,60,line,19,C,10,19,36,4,17,11,3,3,1,5,6,0,4,2,1795
31,far-from-aligned,far-anchor,6,7,1,0,7,pie,19,C,12,3,31,12,7,19,16,2,3,1,4,0,6,5,1796
24,far-from-aligned,near-anchor,1,12,1,75 and 75,63,pie,19,E,13,27,11,14,24,6,5,6,3,2,0,5,4,1,1797
47,far-from-aligned,near-anchor,3,8,2,75,36,line,19,A,47,10,4,7,4,24,4,4,5,3,6,1,0,2,1798
24,far-from-aligned,near-anchor,1,7,1,25,18,line,19,F,26,2,18,2,10,24,18,5,4,6,2,3,1,0,1799
24,far-from-aligned,near-anchor,1,5,1,25,20,pie,19,D,13,18,16,24,7,10,12,1,6,4,2,0,3,5,1800
46,far-from-aligned,near-anchor,4,5,1,75,34,pie,19,A,46,14,4,2,22,6,6,4,6,1,3,0,5,2,1801
48,far-from-aligned,near-anchor,2,8,2,50,42,line,19,F,3,5,10,9,15,48,10,2,3,4,1,0,5,6,1802
19,near-aligned,far-anchor,6,2,1,25,23,line,19,E,14,15,19,4,19,12,17,6,3,1,0,2,4,5,1803
20,far-from-aligned,far-anchor,5,9,0,75,64,line,19,A,20,17,23,12,10,2,16,5,2,3,4,1,0,6,1804
25,near-aligned,anchor,0,3,0,75 and 100,72,line,19,E,3,8,15,18,25,17,14,6,0,3,4,5,2,1,1805
20,far-from-aligned,far-anchor,5,6,0,75,69,line,19,E,13,10,17,11,20,23,6,4,0,3,6,5,2,1,1806
51,far-from-aligned,far-anchor,1,8,1,0,8,pie,19,F,16,3,8,3,11,51,8,6,5,0,3,4,1,2,1807
38,far-from-aligned,far-anchor,12,6,2,50,44,line,19,E,15,15,3,18,38,3,8,6,3,2,1,4,5,0,1808
24,far-from-aligned,near-anchor,1,5,1,75,70,pie,19,A,24,19,14,6,19,12,6,5,2,1,0,3,4,6,1809
36,far-from-aligned,far-anchor,11,5,1,25,20,line,19,G,8,3,14,17,11,11,36,4,1,6,0,5,3,2,1810
28,aligned,near-anchor,3,0,2,50,50,pie,19,E,12,15,7,16,28,15,7,1,3,6,0,4,5,2,1811
21,aligned,near-anchor,4,0,1,75,75,line,19,B,27,21,8,24,5,11,4,3,5,0,1,4,2,6,1812
25,near-aligned,anchor,0,2,0,0 and 25,2,line,19,E,15,2,12,22,25,17,7,5,0,4,2,1,3,6,1813
44,aligned,far-anchor,6,0,1,75,31,line,19,A,44,18,12,5,3,8,10,3,2,4,1,6,0,5,1814
16,aligned,far-anchor,9,0,1,50,50,line,19,F,13,21,8,10,10,16,22,6,5,3,1,0,4,2,1815
51,near-aligned,far-anchor,1,2,1,100,47,pie,19,F,4,2,10,19,8,51,6,0,6,4,1,3,5,2,1816
48,near-aligned,near-anchor,2,1,2,50 and 100,51,line,19,F,1,12,10,6,4,48,19,6,3,4,0,1,5,2,1817
38,near-aligned,far-anchor,12,1,2,25,24,line,19,G,6,6,22,7,18,3,38,0,3,5,6,1,4,2,1818
46,aligned,near-anchor,4,0,1,50,50,pie,19,B,4,46,12,16,11,7,4,6,5,3,2,0,1,4,1819
37,aligned,far-anchor,12,0,2,50,50,pie,19,A,37,20,14,13,3,4,9,5,4,2,6,1,3,0,1820
45,aligned,far-anchor,5,0,0,100,55,pie,19,G,13,7,8,7,7,13,45,2,1,0,5,3,4,6,1821
40,near-aligned,far-anchor,10,4,0,25,21,pie,19,G,11,9,5,10,12,13,40,1,3,4,0,6,5,2,1822
18,aligned,far-anchor,7,0,2,25,7,line,19,B,12,18,7,10,29,18,6,2,1,0,5,4,6,3,1823
22,aligned,near-anchor,3,0,2,75,75,pie,19,A,22,3,16,8,18,5,28,5,6,2,1,0,3,4,1824
34,far-from-aligned,far-anchor,9,6,1,75,35,line,20,C,14,9,34,9,8,12,14,6,0,3,5,4,1,2,1825
20,aligned,far-anchor,5,0,0,100,80,pie,20,D,18,12,16,20,15,7,12,3,4,1,6,2,0,5,1826
25,far-from-aligned,anchor,0,7,0,50 and 75,43,pie,20,G,2,8,12,13,11,29,25,2,5,0,4,6,1,3,1827
22,aligned,near-anchor,3,0,2,50,50,pie,20,C,11,19,22,9,10,17,12,5,2,4,3,1,6,0,1828
46,far-from-aligned,near-anchor,4,7,1,50,43,line,20,A,46,9,16,2,9,11,7,5,3,0,1,4,6,2,1829
48,aligned,near-anchor,2,0,2,100,52,line,20,F,2,11,9,15,3,48,12,4,0,1,5,3,6,2,1830
48,far-from-aligned,near-anchor,2,6,2,25,19,line,20,E,7,3,8,16,48,7,11,4,3,1,6,2,5,0,1831
36,aligned,far-anchor,11,0,1,100,64,pie,20,B,21,36,5,13,8,10,7,3,6,2,5,1,0,4,1832
24,near-aligned,near-anchor,1,1,1,75,52,line,20,D,7,18,7,24,17,18,9,0,1,5,4,6,2,3,1833
41,near-aligned,far-anchor,9,4,1,50,46,line,20,F,1,13,25,7,2,41,11,4,6,0,1,3,5,2,1834
55,aligned,far-anchor,5,0,0,25,25,line,20,D,12,10,6,55,7,5,5,2,6,1,3,0,4,5,1835
36,near-aligned,far-anchor,11,4,1,100,60,line,20,A,36,1,4,1,37,15,6,5,4,6,3,0,2,1,1836
19,aligned,far-anchor,6,0,1,50,50,line,20,C,17,13,19,17,26,5,3,0,3,4,2,6,5,1,1837
25,aligned,anchor,0,0,0,25 and 50,25,line,20,G,3,8,25,17,8,14,25,4,1,6,0,5,3,2,1838
37,near-aligned,far-anchor,12,1,2,0,1,line,20,D,12,5,7,37,16,22,1,2,6,4,1,5,3,0,1839
16,aligned,far-anchor,9,0,1,0,0,pie,20,E,10,8,10,10,16,15,31,1,4,3,6,0,2,5,1840
47,aligned,near-anchor,3,0,2,50,50,line,20,F,3,19,13,3,11,47,4,0,4,2,6,3,5,1,1841
40,near-aligned,far-anchor,10,1,0,100,59,pie,20,F,1,28,5,7,11,40,8,6,1,2,3,4,5,0,1842
50,near-aligned,anchor,0,1,0,50 and 100,49,line,20,G,9,6,1,6,7,21,50,2,4,6,0,1,3,5,1843
24,near-aligned,near-anchor,1,2,1,75,53,line,20,F,17,14,9,13,13,24,10,0,1,3,6,2,4,5,1844
41,near-aligned,far-anchor,9,3,1,75,31,line,20,A,41,11,2,9,16,13,8,3,5,0,4,2,1,6,1845
30,far-from-aligned,far-anchor,5,6,0,75,39,pie,20,D,13,14,12,30,5,2,24,2,1,0,3,6,5,4,1846
37,aligned,far-anchor,12,0,2,25,25,pie,20,C,5,12,37,14,16,5,11,6,3,2,0,5,4,1,1847
49,aligned,near-anchor,1,0,1,50,50,line,20,C,7,20,49,1,2,13,8,3,0,5,6,1,2,4,1848
24,near-aligned,near-anchor,1,1,1,25,24,line,20,D,18,17,6,24,11,13,11,6,3,4,2,5,0,1,1849
45,near-aligned,far-anchor,5,4,0,25,21,pie,20,C,9,4,45,12,14,12,4,1,6,2,0,3,4,5,1850
25,far-from-aligned,anchor,0,10,0,0 and 25,10,line,20,F,10,24,6,15,4,25,16,0,4,3,6,2,1,5,1851
51,far-from-aligned,far-anchor,1,11,1,25,36,pie,20,B,11,51,9,19,4,2,4,2,4,5,0,6,3,1,1852
50,near-aligned,anchor,0,2,0,25 and 75,23,pie,20,C,6,6,50,15,12,6,5,4,5,3,6,1,2,0,1853
54,near-aligned,far-anchor,4,1,1,25,24,pie,20,G,11,4,12,6,1,12,54,2,4,6,5,0,1,3,1854
26,far-from-aligned,near-anchor,1,7,1,0,7,line,20,D,11,17,7,26,24,8,7,4,3,0,1,2,6,5,1855
39,far-from-aligned,far-anchor,11,5,1,75,31,pie,20,B,16,39,9,12,6,11,7,1,3,2,4,0,6,5,1856
32,far-from-aligned,far-anchor,7,7,2,0,7,line,20,A,32,21,14,1,8,7,17,1,5,6,4,2,0,3,1857
32,far-from-aligned,far-anchor,7,7,2,0,7,line,20,D,10,19,8,32,5,7,19,4,2,3,1,5,0,6,1858
42,far-from-aligned,far-anchor,8,5,2,75,38,pie,20,C,2,13,42,7,6,14,16,1,0,4,3,5,6,2,1859
31,aligned,far-anchor,6,0,1,100,69,line,20,A,31,10,4,22,5,16,12,6,0,5,3,2,1,4,1860
20,far-from-aligned,far-anchor,5,10,0,50 and 50,40,line,20,B,16,20,14,11,22,7,10,6,3,5,0,2,1,4,1861
23,near-aligned,near-anchor,2,2,2,50,48,pie,20,F,4,5,19,16,24,23,9,2,5,0,1,6,4,3,1862
25,near-aligned,anchor,0,2,0,75 and 100,73,line,20,B,11,25,17,2,13,19,13,4,5,2,6,1,0,3,1863
46,aligned,near-anchor,4,0,1,25,25,pie,20,E,24,1,14,4,46,2,9,6,4,1,5,3,2,0,1864
26,far-from-aligned,near-anchor,1,8,1,50,16,line,20,E,8,13,16,6,26,22,9,5,3,0,4,1,6,2,1865
55,near-aligned,far-anchor,5,2,0,0,2,pie,20,G,2,10,10,2,6,15,55,0,3,4,2,6,5,1,1866
25,far-from-aligned,anchor,0,8,0,0 and 25,8,pie,20,A,25,15,6,24,8,10,12,1,5,6,4,0,3,2,1867
52,near-aligned,far-anchor,2,3,2,0,3,pie,20,F,5,6,7,17,3,52,10,2,6,5,3,0,1,4,1868
51,near-aligned,far-anchor,1,4,1,100,45,pie,20,D,3,5,10,51,15,12,4,1,3,0,5,2,4,6,1869
28,far-from-aligned,near-anchor,3,6,2,50,16,pie,20,A,28,17,5,16,16,17,1,1,2,5,3,0,4,6,1870
20,far-from-aligned,far-anchor,5,8,0,50,42,pie,20,F,7,23,10,16,8,20,16,5,6,1,0,4,3,2,1871
42,near-aligned,far-anchor,8,3,2,75,30,pie,20,B,9,42,7,4,15,7,16,4,3,1,6,5,0,2,1872
47,aligned,near-anchor,3,0,2,50,3,pie,20,B,13,47,4,10,16,3,7,5,1,3,4,6,0,2,1873
20,far-from-aligned,far-anchor,5,7,0,75,68,line,20,F,22,12,11,16,9,20,10,3,6,2,4,1,5,0,1874
28,near-aligned,near-anchor,3,4,2,50,18,line,20,D,10,16,5,28,17,11,13,3,5,1,2,4,6,0,1875
29,far-from-aligned,near-anchor,4,10,1,25,35,pie,20,G,11,5,4,11,21,19,29,6,1,5,2,4,0,3,1876
39,aligned,far-anchor,11,0,1,100,61,line,20,C,5,2,39,9,11,28,6,2,3,6,5,4,1,0,1877
46,aligned,near-anchor,4,0,1,50,50,pie,20,E,6,4,16,12,46,12,4,3,2,1,4,5,0,6,1878
37,near-aligned,far-anchor,12,3,2,75,35,line,20,E,7,10,15,15,37,3,13,2,5,6,1,3,4,0,1879
32,far-from-aligned,far-anchor,7,6,2,25,31,line,20,C,18,20,32,11,2,3,14,2,5,3,1,0,6,4,1880
28,far-from-aligned,near-anchor,3,10,2,25,35,pie,20,D,3,5,13,28,25,9,17,4,1,0,3,6,5,2,1881
21,aligned,near-anchor,4,0,1,75,54,line,20,B,12,21,13,21,10,18,5,5,4,6,1,3,0,2,1882
27,far-from-aligned,near-anchor,2,8,2,75,40,pie,20,D,6,12,19,27,12,9,15,0,4,2,3,5,6,1,1883
21,near-aligned,near-anchor,4,2,1,0 and 25,2,line,20,F,2,8,12,13,23,21,21,0,6,5,3,2,1,4,1884
50,aligned,anchor,0,0,0,25 and 75,25,pie,20,D,5,13,3,50,9,8,12,0,4,6,3,5,1,2,1885
30,near-aligned,far-anchor,5,2,0,50,48,pie,20,B,9,30,19,10,18,4,10,0,4,2,3,6,5,1,1886
45,far-from-aligned,far-anchor,5,6,0,25,19,line,20,E,2,6,15,6,45,13,13,6,5,4,0,2,3,1,1887
28,near-aligned,near-anchor,3,2,2,50,20,pie,20,D,14,19,6,28,10,15,8,0,3,1,2,5,4,6,1888
34,far-from-aligned,far-anchor,9,6,1,50,10,pie,20,D,10,6,7,34,10,21,12,6,2,4,1,0,3,5,1889
46,far-from-aligned,near-anchor,4,8,1,75,37,pie,20,A,46,3,15,4,13,16,3,4,2,1,5,6,0,3,1890
23,far-from-aligned,near-anchor,2,7,2,25,18,line,20,D,18,21,10,23,4,7,17,0,3,6,1,4,2,5,1891
44,near-aligned,far-anchor,6,4,1,75,35,line,20,F,8,9,6,14,7,44,12,0,3,1,5,6,4,2,1892
22,far-from-aligned,near-anchor,3,10,2,50,40,pie,20,B,6,22,14,18,16,11,13,0,3,5,1,2,6,4,1893
33,aligned,far-anchor,8,0,2,25,25,pie,20,A,33,14,2,15,8,18,10,2,3,6,1,5,4,0,1894
36,far-from-aligned,far-anchor,11,6,1,25,31,line,20,D,4,7,13,36,24,2,14,1,5,0,3,4,6,2,1895
30,far-from-aligned,far-anchor,5,7,0,25,32,pie,20,A,30,5,7,20,19,9,10,3,2,0,1,6,5,4,1896
25,aligned,anchor,0,0,0,75 and 100,75,pie,20,B,13,25,11,17,12,17,5,2,6,0,1,5,4,3,1897
37,near-aligned,far-anchor,12,2,2,0,2,line,20,E,10,22,2,9,37,4,16,3,6,0,5,1,2,4,1898
38,far-from-aligned,far-anchor,12,6,2,50 and 100,56,pie,20,A,38,6,5,26,9,5,11,5,6,1,3,4,2,0,1899
25,far-from-aligned,anchor,0,11,0,75 and 100,64,line,20,F,11,13,7,23,6,25,15,6,3,1,2,4,5,0,1900
19,far-from-aligned,far-anchor,6,6,1,75,62,pie,20,C,19,4,19,4,27,16,11,6,0,5,2,4,1,3,1901
