selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,A,B,C,D,E,F,G,A_ind,B_ind,C_ind,D_ind,E_ind,F_ind,G_ind,questionID
21,aligned,near-anchor,4,0,1,50,50,pie,3,C,7,11,21,21,11,21,8,3,2,4,0,1,5,6,226
46,aligned,near-anchor,4,0,1,75,29,line,3,C,3,5,46,13,9,11,13,6,2,3,4,5,1,0,227
27,near-aligned,near-anchor,2,4,2,25,29,line,3,F,3,4,16,18,13,27,19,4,6,0,5,1,2,3,228
30,far-from-aligned,far-anchor,5,8,0,50,12,pie,3,D,11,7,9,30,23,12,8,4,5,2,1,6,0,3,229
25,near-aligned,anchor,0,3,0,75 and 100,72,line,3,D,18,14,7,25,20,13,3,2,1,0,5,4,3,6,230
52,near-aligned,far-anchor,2,2,2,0,2,line,3,F,10,2,7,14,2,52,13,3,0,5,4,6,1,2,231
25,aligned,anchor,0,0,0,25 and 50,25,pie,3,A,25,6,15,10,19,10,15,2,1,4,6,0,3,5,232
19,aligned,far-anchor,6,0,1,75,75,pie,3,F,6,2,17,19,11,19,26,6,0,2,4,3,5,1,233
24,aligned,near-anchor,1,0,1,0,0,pie,3,E,12,22,17,7,24,2,16,5,1,2,4,0,6,3,234
18,far-from-aligned,far-anchor,7,7,2,50,43,pie,3,A,18,18,10,20,13,14,7,3,4,0,2,1,5,6,235
51,aligned,far-anchor,1,0,1,0,0,line,3,G,6,5,4,3,21,10,51,3,4,2,5,6,1,0,236
52,far-from-aligned,far-anchor,2,11,2,0,11,line,3,A,52,11,4,7,7,3,16,1,0,4,2,6,3,5,237
26,far-from-aligned,near-anchor,1,5,1,0,5,line,3,G,5,10,6,18,13,22,26,0,3,2,5,6,4,1,238
53,far-from-aligned,far-anchor,3,10,2,25,35,line,3,B,7,53,8,5,4,12,11,1,4,5,3,6,0,2,239
50,aligned,anchor,0,0,0,50 and 100,50,line,3,D,1,8,1,50,20,8,12,1,4,0,6,5,3,2,240
50,aligned,anchor,0,0,0,25 and 75,25,line,3,G,5,14,7,14,4,6,50,6,1,2,5,0,4,3,241
19,near-aligned,far-anchor,6,2,1,0,2,line,3,D,11,30,2,19,14,12,12,6,2,0,1,5,4,3,242
24,far-from-aligned,near-anchor,1,6,1,75,69,line,3,C,7,14,24,5,21,17,12,6,3,5,0,2,4,1,243
31,near-aligned,far-anchor,6,4,1,75,40,pie,3,F,17,8,12,11,11,31,10,1,6,2,0,5,3,4,244
29,near-aligned,near-anchor,4,1,1,75,45,pie,3,A,29,16,19,4,6,12,14,4,1,2,3,0,6,5,245
25,aligned,anchor,0,0,0,25 and 50,25,pie,3,C,28,19,25,5,6,7,10,6,1,2,5,0,3,4,246
40,near-aligned,far-anchor,10,4,0,75,31,line,3,E,9,5,11,13,40,9,13,1,5,4,6,3,0,2,247
21,far-from-aligned,near-anchor,4,8,1,25,12,line,3,D,19,17,2,21,11,12,18,3,2,6,1,4,0,5,248
28,near-aligned,near-anchor,3,1,2,0,1,line,3,E,25,15,2,23,28,1,6,3,6,2,4,1,0,5,249
42,far-from-aligned,far-anchor,8,5,2,50,13,pie,3,D,4,13,14,42,4,9,14,4,0,6,1,5,3,2,250
20,near-aligned,far-anchor,5,3,0,25,8,line,3,C,14,9,20,11,11,8,27,6,3,1,5,4,0,2,251
51,far-from-aligned,far-anchor,1,8,1,75,16,line,3,D,9,12,5,51,7,3,13,3,4,6,2,5,0,1,252
15,aligned,far-anchor,10,0,0,25,10,line,3,E,18,13,10,7,15,9,28,5,2,0,4,1,3,6,253
38,far-from-aligned,far-anchor,12,6,2,0 and 50,6,line,3,D,11,4,8,38,6,26,7,6,3,2,1,0,4,5,254
50,near-aligned,anchor,0,1,0,0 and 50,1,pie,3,F,13,8,1,16,8,50,4,5,4,0,2,6,1,3,255
51,near-aligned,far-anchor,1,2,1,100,47,pie,3,G,15,9,12,6,5,2,51,0,1,4,2,3,6,5,256
37,aligned,far-anchor,12,0,2,25,25,line,3,G,14,20,3,14,7,5,37,6,1,5,3,4,0,2,257
32,far-from-aligned,far-anchor,7,6,2,75,37,pie,3,F,7,16,5,10,8,32,22,4,5,2,1,6,3,0,258
29,aligned,near-anchor,4,0,1,50,50,pie,3,B,13,29,12,9,10,23,4,1,4,6,5,3,0,2,259
34,near-aligned,far-anchor,9,4,1,0,4,pie,3,G,23,6,6,5,4,22,34,5,2,3,4,0,6,1,260
24,aligned,near-anchor,1,0,1,25,25,line,3,D,24,8,12,24,10,17,5,4,1,6,2,3,0,5,261
43,aligned,far-anchor,7,0,2,75,32,line,3,F,7,8,10,18,8,43,6,6,1,4,2,5,3,0,262
29,far-from-aligned,near-anchor,4,8,1,75,38,pie,3,C,7,27,29,8,3,9,17,5,1,3,0,2,4,6,263
20,near-aligned,far-anchor,5,1,0,25,24,line,3,C,17,23,20,6,10,8,16,3,4,2,6,5,1,0,264
46,near-aligned,near-anchor,4,2,1,50,6,line,3,F,12,14,13,6,5,46,4,5,4,3,0,2,1,6,265
17,aligned,far-anchor,8,0,2,100,83,line,3,F,8,12,8,25,14,17,16,0,1,4,2,3,6,5,266
25,far-from-aligned,anchor,0,5,0,0 and 25,5,line,3,E,26,15,9,12,25,5,8,2,6,5,3,1,0,4,267
17,aligned,far-anchor,8,0,2,75,75,pie,3,C,28,19,17,8,14,2,12,0,1,5,6,2,4,3,268
18,far-from-aligned,far-anchor,7,8,2,50,40,line,3,G,11,6,25,10,18,12,18,6,5,4,2,1,0,3,269
25,far-from-aligned,anchor,0,10,0,75 and 100,65,line,3,A,25,15,10,18,10,13,9,5,3,0,1,6,4,2,270
22,near-aligned,near-anchor,3,2,2,50,30,line,3,D,2,5,11,22,28,5,27,0,6,5,2,1,4,3,271
24,aligned,near-anchor,1,0,1,25,1,line,3,A,24,5,20,7,1,34,9,1,6,2,4,0,5,3,272
53,near-aligned,far-anchor,3,2,2,0,2,pie,3,E,4,6,17,10,53,2,8,6,5,2,4,1,0,3,273
39,near-aligned,far-anchor,11,3,1,75,33,line,3,D,9,17,8,39,8,9,10,5,0,2,3,1,4,6,274
16,near-aligned,far-anchor,9,2,1,25,7,pie,3,F,10,7,13,18,12,16,24,4,0,5,6,2,1,3,275
26,far-from-aligned,near-anchor,1,11,1,50,61,pie,3,G,13,8,15,11,12,15,26,6,1,4,3,2,0,5,276
34,far-from-aligned,far-anchor,9,6,1,50,10,pie,3,E,8,9,3,9,34,10,27,6,5,3,2,1,0,4,277
25,far-from-aligned,anchor,0,8,0,75 and 100,67,pie,3,A,25,18,11,4,14,20,8,5,3,1,4,0,2,6,278
34,far-from-aligned,far-anchor,9,6,1,100,60,line,3,D,11,3,25,34,6,6,15,2,4,3,5,6,0,1,279
29,far-from-aligned,near-anchor,4,8,1,75,38,pie,3,F,16,13,2,16,6,29,18,1,5,4,2,0,3,6,280
28,near-aligned,near-anchor,3,4,2,25,29,pie,3,B,23,28,10,6,21,9,3,0,2,5,1,6,4,3,281
27,near-aligned,near-anchor,2,2,2,0,2,pie,3,G,3,6,2,22,13,27,27,4,2,0,5,6,3,1,282
41,near-aligned,far-anchor,9,3,1,25,22,line,3,B,9,41,8,17,11,11,3,5,2,6,4,1,0,3,283
50,near-aligned,anchor,0,3,0,50 and 100,47,pie,3,G,17,3,5,15,4,6,50,4,6,3,1,0,2,5,284
32,aligned,far-anchor,7,0,2,0,0,pie,3,B,6,32,3,10,31,4,14,5,0,6,1,3,2,4,285
46,far-from-aligned,near-anchor,4,10,1,50,14,line,3,D,6,3,12,46,14,8,11,0,4,5,2,3,1,6,286
16,far-from-aligned,far-anchor,9,8,1,50 and 50,42,pie,3,G,14,17,9,14,16,14,16,1,5,6,2,4,0,3,287
47,near-aligned,near-anchor,3,2,2,50,48,pie,3,E,11,6,22,1,47,5,8,0,2,1,4,5,6,3,288
33,near-aligned,far-anchor,8,2,2,50,48,pie,4,G,16,4,3,13,16,15,33,6,2,5,0,1,3,4,289
33,near-aligned,far-anchor,8,4,2,50,13,pie,4,G,13,9,18,19,6,2,33,0,3,6,5,2,4,1,290
23,near-aligned,near-anchor,2,3,2,75,72,line,4,F,15,17,21,5,11,23,8,0,1,3,6,4,5,2,291
29,near-aligned,near-anchor,4,3,1,75,43,pie,4,D,10,12,2,29,18,16,13,0,6,1,4,2,5,3,292
50,near-aligned,anchor,0,2,0,0 and 50,2,line,4,G,11,12,2,8,9,8,50,2,3,0,4,6,5,1,293
51,far-from-aligned,far-anchor,1,8,1,25,33,pie,4,D,17,6,10,51,4,5,7,1,6,5,4,2,0,3,294
18,near-aligned,far-anchor,7,2,2,75,55,pie,4,F,1,13,18,14,19,18,17,2,6,1,5,0,4,3,295
50,near-aligned,anchor,0,4,0,50 and 100,46,pie,4,F,26,5,10,4,4,50,1,3,0,1,6,2,5,4,296
22,far-from-aligned,near-anchor,3,8,2,75,61,pie,4,E,17,22,11,6,22,15,7,6,1,4,2,5,0,3,297
47,near-aligned,near-anchor,3,1,2,0,1,line,4,D,1,11,13,47,10,10,8,0,5,4,1,3,6,2,298
23,far-from-aligned,near-anchor,2,9,2,75,66,line,4,B,20,23,4,12,20,10,11,2,5,3,0,1,4,6,299
24,aligned,near-anchor,1,0,1,25,1,line,4,F,16,23,1,8,19,24,9,6,2,0,3,5,1,4,300
50,aligned,anchor,0,0,0,25 and 75,25,line,4,E,8,13,8,11,50,6,4,0,2,6,5,3,4,1,301
25,far-from-aligned,anchor,0,5,0,75 and 100,70,pie,4,G,5,24,13,7,23,3,25,6,3,2,1,4,0,5,302
21,far-from-aligned,near-anchor,4,5,1,25,20,pie,4,D,10,12,35,21,7,10,5,1,6,5,2,4,0,3,303
25,aligned,anchor,0,0,0,50 and 75,50,line,4,B,10,25,13,15,18,7,12,6,4,0,5,3,1,2,304
25,aligned,anchor,0,0,0,50 and 75,50,pie,4,D,5,14,21,25,15,9,11,1,6,3,4,2,0,5,305
34,near-aligned,far-anchor,9,4,1,75,37,line,4,D,2,17,10,34,13,16,8,4,5,6,3,1,0,2,306
19,far-from-aligned,far-anchor,6,8,1,50,39,line,4,F,3,20,9,20,10,19,19,4,6,2,0,1,3,5,307
33,aligned,far-anchor,8,0,2,75,42,pie,4,E,13,10,19,8,33,11,6,2,0,5,1,4,3,6,308
47,far-from-aligned,near-anchor,3,6,2,50,44,pie,4,B,7,47,7,16,7,9,7,2,5,1,0,3,6,4,309
23,aligned,near-anchor,2,0,2,75,52,pie,4,A,23,8,10,10,15,17,17,4,5,2,3,1,0,6,310
34,near-aligned,far-anchor,9,1,1,0,1,line,4,G,7,3,29,1,15,11,34,2,4,5,0,3,6,1,311
22,aligned,near-anchor,3,0,2,50,50,pie,4,F,15,18,12,15,5,22,13,1,3,2,6,0,4,5,312
41,far-from-aligned,far-anchor,9,5,1,50,45,line,4,B,16,41,4,14,7,13,5,1,5,0,6,2,3,4,313
34,far-from-aligned,far-anchor,9,6,1,25,31,line,4,C,11,9,34,17,5,13,11,4,1,3,2,0,5,6,314
35,far-from-aligned,far-anchor,10,7,0,50,57,line,4,B,10,35,10,18,8,8,11,2,5,4,1,3,6,0,315
27,aligned,near-anchor,2,0,2,75,48,line,4,D,11,7,17,27,3,13,22,0,2,3,4,5,1,6,316
28,near-aligned,near-anchor,3,3,2,50,53,pie,4,B,24,28,9,18,13,1,7,3,4,1,6,2,5,0,317
50,near-aligned,anchor,0,2,0,0 and 50,2,pie,4,G,8,9,2,10,8,13,50,3,2,0,4,6,5,1,318
45,far-from-aligned,far-anchor,5,8,0,50,42,line,4,D,7,14,6,45,3,12,13,0,3,1,5,2,4,6,319
35,far-from-aligned,far-anchor,10,6,0,75,34,pie,4,C,16,21,35,8,5,12,3,4,0,3,1,2,5,6,320
16,far-from-aligned,far-anchor,9,5,1,50,45,pie,4,F,14,21,8,10,7,16,24,2,0,6,1,5,3,4,321
49,far-from-aligned,near-anchor,1,5,1,50,6,line,4,G,16,6,8,5,6,10,49,5,4,2,6,0,3,1,322
36,near-aligned,far-anchor,11,1,1,75,38,pie,4,E,21,5,18,8,36,9,3,0,2,6,5,4,3,1,323
18,aligned,far-anchor,7,0,2,50,50,pie,4,C,14,18,18,10,7,14,19,3,5,4,2,0,6,1,324
15,far-from-aligned,far-anchor,10,6,0,50,41,pie,4,C,9,12,15,10,20,12,22,0,6,3,1,4,5,2,325
32,near-aligned,far-anchor,7,4,2,100,64,line,4,D,6,4,14,32,12,16,16,4,6,2,5,3,1,0,326
43,far-from-aligned,far-anchor,7,6,2,75,38,pie,4,C,9,10,43,9,11,7,11,6,5,4,1,0,2,3,327
22,aligned,near-anchor,3,0,2,50,50,line,4,A,22,9,19,17,13,6,14,4,6,5,1,3,2,0,328
29,near-aligned,near-anchor,4,2,1,50,52,pie,4,F,3,9,10,16,5,29,28,1,6,5,2,0,4,3,329
32,near-aligned,far-anchor,7,1,2,100,67,pie,4,E,1,2,23,16,32,4,22,6,3,1,4,5,2,0,330
21,far-from-aligned,near-anchor,4,6,1,25,19,line,4,F,12,20,9,14,5,21,19,6,2,5,4,3,1,0,331
17,far-from-aligned,far-anchor,8,8,2,50,41,pie,4,B,11,17,13,13,10,18,18,6,3,0,4,2,1,5,332
30,near-aligned,far-anchor,5,1,0,75,44,pie,4,A,30,8,13,19,21,7,2,4,1,3,6,2,5,0,333
42,far-from-aligned,far-anchor,8,6,2,25,19,line,4,D,15,4,3,42,11,10,15,1,0,5,2,3,4,6,334
31,far-from-aligned,far-anchor,6,6,1,75,38,line,4,D,11,6,20,31,21,3,8,1,2,5,3,0,6,4,335
22,far-from-aligned,near-anchor,3,5,2,50,33,pie,4,B,10,22,1,23,6,17,21,0,3,5,4,1,2,6,336
23,far-from-aligned,near-anchor,2,7,2,75,59,line,4,C,13,9,23,16,6,15,18,2,1,5,4,3,0,6,337
44,aligned,far-anchor,6,0,1,50,6,line,4,G,6,8,3,6,16,17,44,5,6,4,0,2,3,1,338
47,far-from-aligned,near-anchor,3,7,2,75,35,line,4,B,3,47,6,17,12,11,4,3,4,6,1,5,2,0,339
45,far-from-aligned,far-anchor,5,7,0,50,12,pie,4,D,9,11,12,45,8,12,3,6,4,2,1,3,0,5,340
54,far-from-aligned,far-anchor,4,5,1,100,41,pie,4,F,5,11,4,10,10,54,6,6,3,0,1,4,5,2,341
50,near-aligned,anchor,0,4,0,50 and 100,46,line,4,E,2,12,4,17,50,9,6,2,3,6,4,5,1,0,342
15,aligned,far-anchor,10,0,0,100,85,pie,4,B,16,15,8,20,2,22,17,5,6,1,3,0,2,4,343
18,near-aligned,far-anchor,7,2,2,25,23,line,4,E,3,32,10,20,18,11,6,0,4,3,1,2,5,6,344
28,near-aligned,near-anchor,3,4,2,50,54,pie,4,C,5,27,28,13,4,13,10,5,1,4,6,2,3,0,345
21,near-aligned,near-anchor,4,4,1,50,46,pie,4,A,21,1,16,14,14,18,16,3,4,6,1,0,2,5,346
51,aligned,far-anchor,1,0,1,25,25,line,4,G,7,2,10,3,15,12,51,0,5,6,1,2,4,3,347
38,far-from-aligned,far-anchor,12,6,2,25 and 75,31,line,4,F,9,14,10,8,19,38,2,1,0,6,2,4,3,5,348
30,aligned,far-anchor,5,0,0,50,20,pie,4,A,30,2,8,18,17,13,12,2,3,0,4,5,6,1,349
27,aligned,near-anchor,2,0,2,50,23,line,4,G,18,9,14,11,5,16,27,0,3,4,5,1,6,2,350
42,aligned,far-anchor,8,0,2,50,8,line,4,C,7,9,42,17,8,8,9,4,3,1,2,6,0,5,351
24,aligned,near-anchor,1,0,1,75,51,pie,4,E,15,16,11,9,24,4,21,3,2,1,0,4,6,5,352
49,aligned,near-anchor,1,0,1,25,25,pie,4,C,1,2,49,5,19,11,13,2,6,3,4,5,1,0,353
31,near-aligned,far-anchor,6,2,1,50,17,pie,4,A,31,1,17,17,3,16,15,1,5,3,0,4,6,2,354
45,aligned,far-anchor,5,0,0,50,50,line,4,F,14,10,6,8,12,45,5,0,1,2,4,3,5,6,355
26,far-from-aligned,near-anchor,1,7,1,50,17,pie,4,C,10,22,26,17,11,10,4,3,4,1,0,6,5,2,356
48,far-from-aligned,near-anchor,2,5,2,50,7,line,4,F,5,11,15,7,8,48,6,4,3,6,0,5,1,2,357
43,aligned,far-anchor,7,0,2,50,7,line,4,G,14,12,7,6,16,2,43,6,2,0,3,5,4,1,358
48,far-from-aligned,near-anchor,2,7,2,25,18,line,4,F,18,11,7,6,4,48,6,5,0,1,4,6,2,3,359
40,aligned,far-anchor,10,0,0,100,60,pie,4,B,8,40,9,4,6,14,19,4,6,3,2,0,1,5,360
47,near-aligned,near-anchor,3,4,2,50,46,line,4,G,7,15,4,14,8,5,47,6,2,0,1,3,4,5,361
25,far-from-aligned,anchor,0,12,0,50 and 75,38,pie,4,C,21,13,25,23,7,8,3,4,5,3,2,1,0,6,362
24,near-aligned,near-anchor,1,2,1,50,28,pie,4,G,18,5,5,29,9,10,24,1,6,5,4,3,0,2,363
49,far-from-aligned,near-anchor,1,10,1,25,15,pie,4,G,2,6,16,13,9,5,49,3,0,5,4,1,6,2,364
30,far-from-aligned,far-anchor,5,6,0,25,31,line,4,F,9,9,10,11,12,30,19,1,6,2,4,0,3,5,365
51,near-aligned,far-anchor,1,2,1,100,47,pie,4,A,51,2,4,23,7,9,4,5,6,4,2,3,1,0,366
32,far-from-aligned,far-anchor,7,6,2,50,56,pie,4,A,32,12,17,5,18,12,4,5,6,1,2,3,0,4,367
31,aligned,far-anchor,6,0,1,50,50,line,4,F,13,12,4,20,7,31,13,1,5,3,2,6,4,0,368
15,aligned,far-anchor,10,0,0,50,50,pie,4,G,27,23,14,1,12,8,15,5,2,0,1,3,6,4,369
42,near-aligned,far-anchor,8,3,2,75,30,line,4,G,6,12,9,12,10,9,42,6,0,1,5,4,2,3,370
27,aligned,near-anchor,2,0,2,75,48,line,4,C,5,10,27,13,16,14,15,0,5,4,3,1,2,6,371
17,near-aligned,far-anchor,8,3,2,25,22,pie,4,E,13,17,5,28,17,14,6,6,1,0,4,2,3,5,372
47,near-aligned,near-anchor,3,2,2,50,5,line,4,D,5,15,5,47,8,13,7,0,6,2,1,4,3,5,373
25,aligned,anchor,0,0,0,50 and 75,50,pie,4,F,17,14,12,11,8,25,13,2,0,6,3,1,4,5,374
18,near-aligned,far-anchor,7,2,2,0,2,line,4,D,14,25,26,18,2,11,4,6,4,2,1,0,5,3,375
15,near-aligned,far-anchor,10,3,0,25,22,line,4,B,12,15,7,19,27,5,15,4,2,1,5,3,6,0,376
26,far-from-aligned,near-anchor,1,8,1,100,66,pie,4,B,25,26,13,12,11,8,5,2,5,3,1,4,6,0,377
35,near-aligned,far-anchor,10,2,0,50,48,line,4,A,35,9,8,11,19,14,4,4,5,6,3,2,0,1,378
24,aligned,near-anchor,1,0,1,75,75,pie,4,C,1,5,24,13,18,12,27,6,1,5,0,4,3,2,379
27,near-aligned,near-anchor,2,2,2,75,46,line,4,D,25,13,2,27,9,14,10,3,6,1,4,2,5,0,380
16,near-aligned,far-anchor,9,1,1,50,33,line,4,D,17,13,10,16,5,16,23,3,6,0,2,5,4,1,381
50,far-from-aligned,anchor,0,6,0,25 and 75,19,line,4,E,3,11,7,5,50,14,10,6,5,4,0,2,1,3,382
29,near-aligned,near-anchor,4,2,1,50,52,line,4,D,4,9,15,29,19,20,4,5,1,6,4,0,2,3,383
50,far-from-aligned,anchor,0,7,0,50 and 100,43,line,4,E,7,15,2,6,50,11,9,6,1,4,2,5,3,0,384
34,far-from-aligned,far-anchor,9,5,1,100,61,line,5,C,17,5,34,6,5,11,22,3,6,5,2,0,4,1,385
36,far-from-aligned,far-anchor,11,5,1,75,34,pie,5,G,18,10,6,10,8,12,36,0,6,1,2,5,4,3,386
44,far-from-aligned,far-anchor,6,7,1,75,38,pie,5,G,13,7,5,5,13,13,44,1,2,3,6,5,0,4,387
25,aligned,anchor,0,0,0,75 and 100,75,line,5,D,24,21,11,25,6,9,4,2,4,0,6,1,3,5,388
43,far-from-aligned,far-anchor,7,6,2,75,38,line,5,G,6,8,9,11,14,9,43,2,6,0,5,3,1,4,389
55,near-aligned,far-anchor,5,2,0,75,18,pie,5,B,7,55,7,10,3,7,11,6,2,5,3,4,1,0,390
28,aligned,near-anchor,3,0,2,25,25,line,5,C,17,5,28,16,8,15,11,1,4,2,6,0,5,3,391
19,near-aligned,far-anchor,6,1,1,50,49,line,5,G,15,7,7,31,4,17,19,6,0,3,1,2,5,4,392
25,far-from-aligned,anchor,0,5,0,50 and 75,45,pie,5,G,16,8,16,3,10,22,25,3,5,1,0,2,6,4,393
17,far-from-aligned,far-anchor,8,5,2,50,45,line,5,F,19,16,3,4,21,17,20,5,4,6,0,1,3,2,394
19,far-from-aligned,far-anchor,6,8,1,50,39,line,5,B,10,19,15,22,9,11,14,2,3,1,5,6,4,0,395
34,near-aligned,far-anchor,9,2,1,75,39,line,5,D,14,9,8,34,11,11,13,5,3,1,4,0,2,6,396
29,aligned,near-anchor,4,0,1,50,50,pie,5,B,19,29,16,3,10,21,2,6,4,1,0,3,2,5,397
31,far-from-aligned,far-anchor,6,6,1,50,13,pie,5,D,10,8,22,31,4,13,12,5,2,6,1,3,0,4,398
45,near-aligned,far-anchor,5,1,0,25,24,pie,5,B,2,45,5,10,7,14,17,2,3,1,4,6,5,0,399
22,near-aligned,near-anchor,3,3,2,25,22,line,5,B,11,22,4,11,19,13,20,0,2,4,1,6,3,5,400
26,near-aligned,near-anchor,1,4,1,25,29,pie,5,B,3,26,6,25,17,4,19,4,2,6,1,3,0,5,401
48,far-from-aligned,near-anchor,2,9,2,75,36,line,5,F,8,23,7,9,4,48,1,3,0,6,5,1,4,2,402
41,near-aligned,far-anchor,9,1,1,50,49,line,5,E,10,7,13,16,41,6,7,6,3,2,0,5,1,4,403
44,near-aligned,far-anchor,6,3,1,50,47,pie,5,G,9,3,9,7,20,8,44,6,3,0,1,4,2,5,404
22,far-from-aligned,near-anchor,3,6,2,25,19,line,5,G,16,19,7,7,19,10,22,5,3,2,4,0,6,1,405
54,far-from-aligned,far-anchor,4,8,1,100,38,pie,5,A,54,2,6,8,8,8,14,5,4,1,6,2,3,0,406
15,aligned,far-anchor,10,0,0,75,60,line,5,A,15,27,4,11,6,21,16,4,1,6,2,3,5,0,407
40,near-aligned,far-anchor,10,1,0,50,9,pie,5,C,9,19,40,7,14,7,4,0,6,1,5,2,4,3,408
29,far-from-aligned,near-anchor,4,7,1,50,57,pie,5,G,12,13,14,11,10,11,29,2,4,6,3,0,1,5,409
24,far-from-aligned,near-anchor,1,11,1,50,37,line,5,E,12,6,2,23,24,16,17,1,5,2,0,3,4,6,410
52,far-from-aligned,far-anchor,2,11,2,25,36,line,5,D,8,7,7,52,7,5,14,3,0,6,4,2,5,1,411
26,far-from-aligned,near-anchor,1,12,1,50 and 100,62,pie,5,C,8,12,26,8,8,10,28,1,6,5,3,2,4,0,412
55,aligned,far-anchor,5,0,0,75,20,pie,5,B,7,55,8,12,14,1,3,1,3,4,0,6,2,5,413
43,aligned,far-anchor,7,0,2,50,7,line,5,C,2,12,43,14,7,16,6,6,5,1,3,0,4,2,414
25,near-aligned,anchor,0,4,0,50 and 75,46,line,5,C,7,10,25,13,22,3,20,5,1,4,2,6,0,3,415
24,aligned,near-anchor,1,0,1,75,51,pie,5,C,4,19,24,15,15,13,10,3,0,4,5,2,1,6,416
47,aligned,near-anchor,3,0,2,0,0,line,5,D,1,16,11,47,4,13,8,5,6,2,0,4,3,1,417
50,far-from-aligned,anchor,0,11,0,0 and 50,11,pie,5,E,11,7,7,11,50,11,3,4,6,2,3,1,0,5,418
22,near-aligned,near-anchor,3,2,2,25,23,pie,5,B,16,22,22,2,4,19,15,4,2,3,5,1,0,6,419
21,near-aligned,near-anchor,4,1,1,50,49,line,5,D,17,8,21,21,11,9,13,6,3,1,4,2,0,5,420
43,aligned,far-anchor,7,0,2,100,57,pie,5,A,43,5,21,6,2,15,8,6,4,3,5,1,2,0,421
19,far-from-aligned,far-anchor,6,9,1,75,65,line,5,B,10,19,11,11,26,7,16,2,5,0,1,3,4,6,422
40,aligned,far-anchor,10,0,0,25,25,line,5,C,5,13,40,13,12,5,12,3,1,2,4,6,5,0,423
31,aligned,far-anchor,6,0,1,0,0,line,5,B,12,31,3,4,21,7,22,5,0,6,4,3,1,2,424
30,near-aligned,far-anchor,5,2,0,0,2,line,5,B,7,30,2,5,8,31,17,4,1,0,2,6,3,5,425
44,far-from-aligned,far-anchor,6,9,1,50,41,pie,5,D,9,8,9,44,6,6,18,5,2,0,4,6,3,1,426
46,aligned,near-anchor,4,0,1,50,50,pie,5,D,12,12,4,46,16,7,3,2,4,6,5,3,1,0,427
28,aligned,near-anchor,3,0,2,50,22,line,5,C,10,20,28,2,11,3,26,5,1,2,0,4,3,6,428
31,far-from-aligned,far-anchor,6,5,1,0,5,line,5,G,5,10,27,13,2,12,31,0,4,5,2,3,6,1,429
44,far-from-aligned,far-anchor,6,8,1,50,42,line,5,E,7,16,2,14,44,12,5,1,0,6,2,4,5,3,430
17,aligned,far-anchor,8,0,2,75,75,pie,5,A,17,11,9,14,12,8,29,5,2,4,3,1,6,0,431
23,far-from-aligned,near-anchor,2,7,2,25,18,pie,5,D,16,9,16,23,12,6,18,4,6,2,1,3,5,0,432
46,aligned,near-anchor,4,0,1,50,50,pie,5,F,11,4,15,3,5,46,16,1,6,0,2,4,5,3,433
29,near-aligned,near-anchor,4,2,1,100,69,line,5,E,14,18,31,4,29,2,2,4,3,2,1,5,0,6,434
50,near-aligned,anchor,0,4,0,25 and 75,21,pie,5,B,9,50,6,4,11,8,12,2,3,5,0,6,1,4,435
23,near-aligned,near-anchor,2,1,2,75 and 100,76,pie,5,G,13,12,24,20,7,1,23,2,1,4,0,3,6,5,436
32,near-aligned,far-anchor,7,4,2,75,39,pie,5,D,12,8,24,32,7,11,6,4,2,1,3,0,6,5,437
26,aligned,near-anchor,1,0,1,50,50,line,5,E,10,16,8,15,26,11,14,6,2,0,1,4,3,5,438
51,far-from-aligned,far-anchor,1,11,1,25,36,pie,5,D,8,5,6,51,11,7,12,0,2,5,4,3,6,1,439
41,near-aligned,far-anchor,9,3,1,0,3,line,5,F,28,7,2,3,5,41,14,6,2,4,0,5,1,3,440
50,near-aligned,anchor,0,4,0,50 and 100,46,line,5,F,7,4,17,9,8,50,5,2,6,3,4,0,5,1,441
28,near-aligned,near-anchor,3,1,2,75,46,pie,5,C,28,12,28,14,6,4,8,0,6,4,5,1,2,3,442
26,far-from-aligned,near-anchor,1,9,1,75,40,line,5,A,26,10,10,10,14,20,10,3,4,6,1,5,0,2,443
30,far-from-aligned,far-anchor,5,5,0,50,15,pie,5,G,11,15,11,14,12,7,30,5,0,2,4,3,6,1,444
30,near-aligned,far-anchor,5,2,0,75,43,pie,5,G,10,15,15,17,6,7,30,5,1,3,6,2,0,4,445
39,near-aligned,far-anchor,11,4,1,50,7,pie,5,B,11,39,5,19,7,8,11,3,1,2,5,0,4,6,446
50,near-aligned,anchor,0,1,0,0 and 50,1,pie,5,E,7,11,15,9,50,7,1,5,4,3,6,1,2,0,447
18,far-from-aligned,far-anchor,7,6,2,50,38,pie,5,C,5,27,18,7,5,26,12,5,6,3,1,2,0,4,448
25,far-from-aligned,anchor,0,8,0,0 and 25,8,line,5,A,25,19,17,8,7,7,17,1,2,5,0,3,6,4,449
41,aligned,far-anchor,9,0,1,0,0,pie,5,B,3,41,16,5,10,10,15,5,0,2,4,6,1,3,450
36,near-aligned,far-anchor,11,4,1,0,4,line,5,B,4,36,12,16,16,7,9,0,1,3,4,6,5,2,451
23,far-from-aligned,near-anchor,2,5,2,50,45,line,5,F,6,27,21,5,17,23,1,3,6,0,5,1,4,2,452
